course_desc,course_number,course_prefix,course_title,dept_name,inst_ipeds,metadata,num_units
"This course concentrates on directing techniques and skills for both film and video in the studio, on location, and during electronic field productions.  (Formerly TVPR 291)",291,DMED,Film & Video Directing-Studio/Location Production,DMED,141574,Prerequisites: DMED 226 with a grade of C or betterANDDMED 252 with a grade of C or betterANDDMED 294 with a grade of C or better or concurrently enrolled in DMED 294ORinstructor approval.; Contact Hours: 3 lecture,3
"This course is designed to improve the academic language skills of intermediate-level learners of English. The focus is on developing reading comprehension, expanding vocabulary, increasing reading rate, writing paragraphs and essays, and honing study skills. (Formerly ESL 18 and ESL 19)",92,ESL,Intermediate English as a Second Language,ESL,141574,Prerequisites: ESL 90 with a grade of CRORPlacement in ESL 92ORLanguage Arts Division Chair approval.; Contact Hours: 6 lecture,6
"This course is a chronological survey of major women artists from antiquity to the present. Specifically, it traces the contributions of women to art history in their roles as artists, patrons, and collectors, with emphasis on the historical, social, and cultural context in which they lived and created.",177,ART,Survey of Women in Art,Art,141574,Prerequisites: None.; Recommended Course Preparation: ART101- Introduction to the Visual Arts; Contact Hours: 3 lecture,3
"This course includes an introduction to the principles involved in the control of plant pests, including diseases, insects, mites, nematodes, and weeds. Various methods of controlling pests, including the correct method of selecting and applying pesticides, will be covered. Integrated Pest Management will be incorporated into the course. (Formerly PBT 141)",141,AG,Integrated Pest Management,AG,141574,"Prerequisites: None.; Contact Hours: 2 lecture, 2 lab",3
"This course facilitates employment search by emphasizing professional techniques and standards in the preparation of application forms, resumes, cover letters, and employment interviews.",166,BUSN,Professional Employment Preparation,Business,141574,Prerequisites: None.; Recommended Course Preparation: BUSN123- Word Processing for Business; Contact Hours: 1 lecture,1
"Introduces basic accounting principles and practices for service and/or merchandising types of businesses. Areas include accounting as an information system, the accounting cycle, financial statements, internal control, current and/or long-term assets, current liabilities, and payroll. Special emphasis will be placed upon the practical application of accounting principles. A student cannot earn credit for both ACC 124 and ACC 201.",124,ACC,Principles of Accounting I,Accounting,141574,Prerequisites: Placement in ENG 22 or higherORinstructor approval.; Recommended Course Preparation: BUSN188- Business Calculations; Contact Hours: 3 lecture,3
"This course is a survey of elementary concepts in music theory: melodic, rhythmic, and harmonic materials; musical structure and form; composition and analysis. To be taken concurrently with MUS 283.",281,MUS,Music Theory 1,MUS,141574,Prerequisites: MUS 108 with a grade of C or betterANDMUS 283 with a grade or C or better or concurrently enrolled in MUS 283ORinstructor approval.; Contact Hours: 3 lecture,3
"This course will study the theory and history, and practice of the yoga tradition with an emphasis on the practice of hatha yoga postures. Sanskrit terminology is incorporated throughout the course. May be repeated once for additional credits.",108,DNCE,Hatha Yoga:  Beginning,DNCE,141574,"Prerequisites: None.; Contact Hours: 1 lecture, 3 other",3
This course is a survey of standard methods and related conceptual issues employed in psychological research. Both experimental and non-experimental methods will be reviewed.,212,PSY,Survey of Research Methods,Psychology,141574,Prerequisites: PSY 100 with a grade of C or betterORinstructor approval.; Contact Hours: 3 lecture,3
"An introduction to the methodology and principles of biological anthropology. Topics covered include human evolution, primatology, human genetics, biological variation, human adaptability, growth and development.  Offered only in the Fall semester. Must be taken concurrently with ANTH 215L.",215,ANTH,Biological Anthropology,ANTH,141574,Prerequisites: ANTH 215L with a grade of C or better or concurrently enrolled in ANTH 215LANDplacement in ENG 100.; Contact Hours: 3 lecture,3
"This course concentrates on the knowledge, skills, and application of advanced film and video editing techniques, practice and design of 2D motion graphics, and creation of a final multi-track soundtrack for productions. (Formerly TVPR 294)",294,DMED,Advanced Editing & Audio,DMED,141574,Prerequisites: DMED 252 with a grade of C or betterANDDMED 291 with a grade of C or better or concurrently enrolled in DMED 291ORinstructor approval.; Contact Hours: 3 lecture,3
"This course empowers Career and Technical Education (CTE) classroom teachers to integrate standard and innovative educational and industry-aligned technology into their classrooms effectively. Participants will explore a range of technological tools, strategies, and best practices to enhance CTE instruction, foster student engagement, and prepare students for success in their chosen careers.",316,ED,Educational Technology in CTE Classrooms,ED,141574,Prerequisites: Acceptance into the Alternative Certification for CTE Teacher Licensure program. (Requirements for program admission: Minimum of an Associate Degree and a minimum of 3 years industry experience) or documented completion of a State Approved Teacher Education Program (SATEP); Contact Hours: 3 lecture,3
"This course introduces the student to direct current and alternating current theory and the laws that represent electrical concepts. The course includes circuit configurations, source and load types, as well as the wiring configurations of common DC and AC electrical devices. Practical exercises reinforce theory, incorporate experiential learning, and emphasize basic circuit analysis and troubleshooting. The course contextualizes the proper use of electrical tools and test equipment. (Formerly IIT 201)",201,MECH,AC/DC Circuits,MECH,141574,"Prerequisites: MATH 103 with a grade of C or betterORhigher STEM track MATH course.; Contact Hours: 3 lecture, 3 lab",4
"This course is an illustrated voyage through the Solar System based on recent scientific results. The class highlights the origin, evolution, and current knowledge of the eight planets, their moons, asteroids, comets, and one star, the Sun.",150,ASTR,Voyage through the Solar System,ASTR,141574,Prerequisites: None.; Contact Hours: 3 lecture,3
"Philosophy attempts to understand the human being and the societies they form. Introduces students to the notion of world philosophy, focusing upon thinkers who have helped to shape our present.",131,PHIL,Introduction to World Philosophy II,Philosophy,141574,Prerequisites: None.; Contact Hours: 3 lecture,3
"Studio experience in intermediate-level digital imaging concepts and techniques, including image capture, manipulation, image creation, and output in various media using industry standard imaging editing software.",202,ART,Digital Imaging,Art,141574,Prerequisites: ART 107D with a grade of C or betterANDART 112 with a grade of C or betterORinstructor approval.; Contact Hours: 6 other,3
"The course provides opportunities for hands-on learning on campus using the shade house and gardens for plant maintenance and propagation. It explores uses of native, introduced, and other culturally important plants found in Hawaiʻi. Botanical concepts of plant structure and function are examined in light of horticultural application. Proper nutritional principles are applied to plant uses, including food preparation. Field trips and student projects provide additional active learning opportunities. (Formerly HORT 110)",110,AG,Hawaiʻi Horticulture and Nutrition,AG,141574,Prerequisites: AG 110L with a grade of C or better or concurrently enrolled in AG 110LANDplacement in ENG 100.; Contact Hours: 3 lecture,3
"This course is a general introduction to the visual arts, including media, techniques, and history. It is designed to offer an appreciation of the creative processes involved in the visual arts. This course reviews two-and three-dimensional art forms, methods, and media; examines the visual elements and principal of design; and surveys art styles from the prehistoric to the 20th century. It is oriented to students who have not been exposed to the formal study of these disciplines.",101,ART,Introduction to the Visual Arts,Art,141574,Prerequisites: Placement in ENG 100.; Recommended Course Preparation: ENG100- Composition I; Contact Hours: 3 lecture,3
"Introduction to the sociological analysis of food by challenging students to think critically about issues involving food production, food consumption behaviors, and the controversies surrounding food production and practices and its impact to people, community, and the environment. Students will also evaluate social justice issues related to current social movements that have emerged to address these issues. (Formerly GEOG 197)",151,SOC,Introduction to Sociology of Food,SOC,141574,Prerequisites: Placement in ENG 100.; Recommended Course Preparation: SOC100- Survey of General Sociology; Contact Hours: 3 lecture,3
This course offers an opportunity to study and sing advanced choir literature from the Renaissance to the present. Audition or consent of instructor required. May be repeated for additional credit(s).  See the section on repetition of courses in the course catalog in order to determine the number of repeats allowed.,201,MUS,Vocal Ensemble,MUS,141574,"Prerequisites: Instructor approval.; Recommended Course Preparation: MUS121B- Voice 1; Contact Hours: 2 lecture, 1 lab",2
"This course introduces students to contemporary digital video cameras, operating controls, monitoring, and camera mounting systems.  Topics covered include the use of field and studio cameras and basic lighting principles with an emphasis on safety and operation as illustrated in theory and application. (Formerly TVPR 126)",126,DMED,"Introduction to Digital Camera Operation, Composition, & Lighting Principles",DMED,141574,Prerequisites: DMED 142 with a grade of C or better or concurrently enrolled in DMED 142ANDDMED 151 with a grade of C or better or concurrently enrolled in DMED 151ORinstructor approval.; Recommended Course Preparation: ENG100- Composition IMATH100- Survey of Mathematics; Contact Hours: 3 lecture,3
"This course provides a goal-oriented approach to personal financial management covering budgeting, use of financial institutions, income tax effects and strategies, credit risk management, investment analysis, risks, alternatives, financial products and markets, and retirement planning and estate planning. Introduction to various financial software programs, including the Internet.",150,FIN,Personal Finance,FIN,141574,Prerequisites: Placement in ENG 100ORequivalent.; Contact Hours: 3 lecture,3
"This course is a practical performance-oriented course emphasizing the art of storytelling and performance. Students create and rehearse individual and group stories/monologues. The course examines the dramatic structure, audience needs, directing, and acting techniques unique to the craft of a performer or storyteller.",230,THEA,Storytelling and Multi-Media Performance,THEA,141574,Prerequisites: ENG 100 with a grade of C or betterORinstructor approval.; Recommended Course Preparation: THEA101- Introduction to Drama and TheatreTHEA221- Acting I; Contact Hours: 3 lecture,3
"This course covers the fundamentals of programmable logic controller (PLC) hardware, programming, and integration with mechatronic automation systems. Students will integrate PLC functions by writing logic programs and testing these programs on a functioning system. Students will identify malfunctioning PLC programming and apply troubleshooting strategies to identify and localize problems caused by PLC hardware. (Formerly IIT 221)",221,MECH,Programmable Logic Control,MECH,141574,"Prerequisites: None.; Contact Hours: 3 lecture, 3 lab",4
This course is designed for students interested in a career in business. It will teach how to organize and evaluate effective communication in writing: how to compose the various forms of letters and reports found in the business field; how to evaluate job resumes.,209,ENG,Business Writing,English,141574,Prerequisites: ENG 100 with a grade of C or betterORequivalentORLanguage Arts Division approval.; Contact Hours: 3 lecture,3
"This course is a description of the nature of the astronomical universe for science and non-science majors, with emphasis on scientific method and development of scientific thought. The course offers a descriptive treatment of planets, the solar system, stars, and galaxies and also discusses concepts of size, distance, and time in the observable universe.",110,ASTR,Survey of Astronomy,ASTR,141574,Prerequisites: Placement in MATH 100ANDplacement in ENG 100ORequivalentORinstructor approval.; Recommended Course Preparation: PHYS100- Survey of PhysicsPHYS100L- Survey of Physics Lab; Contact Hours: 3 lecture,3
"This group process course provides an opportunity for learners to explore self within society, their values, and attitudes, functional and dysfunctional patterns of behavior. The learners are encouraged to assess personal characteristics that may be hampering growth and be able to establish goals and action plans for change. Learners critically self-reflect through a biopsychosocial life-stage model of development that spans our lives from birth through death. The course supports the adoption of knowledge and skills for developing healthy interpersonal relationships and for working with a diversity of issues and people. The course is particularly applicable for those entering the field of human service and/or the helping professions as well as education, health sciences, or justice, etc.",100,HSER,Exploration of Self in Society,HSER,141574,Prerequisites: Placement in ENG 100ORequivalentORinstructor approval.; Contact Hours: 3 lecture,3
"An introduction to the history of philosophy based on translations of texts originally written in classical Greek or Latin. The ancient philosophers embraced rational discourse over religious and political authority as the correct method to freedom, happiness, knowledge, and justice. Their early endeavor continues to light the way for those more interested in truth than money or fame.",211,PHIL,Ancient Philosophy,Philosophy,141574,Prerequisites: ENG 100 with a grade of C or betterORequivalent.; Recommended Course Preparation: PHIL100- Introduction to Philosophy:  Survey of ProblemsPHIL101- Introduction to Philosophy: Morals and Society; Contact Hours: 3 lecture,3
"Introduction to the sociological analysis of social problems. Examines cultural and societal responses to social problems, such as poverty, inequality, and crime. Topics vary by semester.",218,SOC,Introduction to Social Problems,SOC,141574,Prerequisites: Placement in ENG 100ORequivalentORinstructor approval.; Contact Hours: 3 lecture,3
"This course covers principles of statistics with applications to healthcare science. Statistical methods include collection, maintenance, organization, presentation, interpretation, and quantitative analysis of data from primary and secondary sources. Terminology, examples, and assignments from healthcare science are incorporated throughout the course. (Formerly BUSN 176)",176,HIT,Health Information Statistics,HIT,141574,Prerequisites: HIT 102 with a grade of C or better or concurrently enrolled in HIT 102.; Recommended Course Preparation: BUS101- Business Info Systems; Contact Hours: 3 lecture,3
This course introduces students to basic vocabulary and movement techniques that identify ballet as a unique performance art. Students engage in physical practice to gain mastery of the fundamentals of ballet technique.  (Formerly DNCE 197B),121,DNCE,Beginning Ballet Technique,DNCE,141574,"Prerequisites: None.; Contact Hours: 1 lecture, 3 other",3
"This course is the study of the dynamics of particles and rigid bodies. Kinematics, the geometric description of motion, and kinetics, the effects of forces on motion, are covered.",271,CE,Applied Mechanics II,CE,141574,Prerequisites: CE 270 with a grade of C or betterANDMATH 244 with a grade of C or betterorconcurrently enrolled in MATH 244.; Contact Hours: 3 lecture,3
"Basic structures of Filipino with emphasis on listening comprehension, speaking, reading, and writing. Through directed drill and practice in class, the student learns to communicate in idiomatic Filipino. (Formerly TAG 101)",101,FIL,Elementary Filipino I,FIL,141574,Prerequisites: None.; Contact Hours: 4 lecture,4
This course is designed to build the English grammar skills of non-native speakers of English in order to prepare for academic work in English. This course introduces essential grammar topics and emphasizes usage of standard English grammar in written work and in speech. (Formerly ESL 10B),93,ESL,Essentials of English Grammar,ESL,141574,Prerequisites: Placement in ESL 93ORLanguage Arts Division Chair approval.; Contact Hours: 3 lecture,3
This course is the study of significant works of selected historical periods.,270,ENG,Introduction to Literature: Literary History,English,141574,Prerequisites: ENG 100 with a grade of C or betterOREquivalent.; Contact Hours: 3 lecture,3
This course is a practical introduction to converting a script into a performance and the ability to devise a production and use technology as needed. Students are required to participate in at least two aspects of a public performance. This course may be repeated twice for credit (three times maximum).,260,THEA,Dramatic Production,THEA,141574,Prerequisites: THEA 221 with a grade of C or betterORinstructor approval.; Contact Hours: 7.5 other,3
"World History of Human Disease examines how disease has affected humans in terms of society, culture, politics, religion, and economics. The class explores the impact over a broad range of time periods, from prehistory to the present/future.",156,HIST,World History of Human Disease,History,141574,Prerequisites: None.; Contact Hours: 3 lecture,3
"Biological chemistry focusing on the integration of concepts from general, inorganic, and biochemistry and their application to living systems.  Satisfies the one-semester chemistry requirement for pre-nursing and pre-dental hygiene majors.  (Formerly BIOC 241)",141,BIOC,Fundamentals of Biochemistry,BIOC,141574,Prerequisites: MATH 82X with a grade of CRORhigher MATH course with a grade of C or betterORInstructor approval.; Contact Hours: 3 lecture,3
"This course trains students to create broadcast-quality motion graphics for TV and Internet. Building on skills learned in DMED 141, students will conceive and develop 3D motion graphic projects, such as station identifications, show titles, corporate logo animations, and the like. Students will learn to use 3D software in conjunction with digital compositing software to create an industry-standard motion graphics showreel. Topics include storyboarding, modeling, typography, animation, and compositing.",241,DMED,3D Motion Graphics,DMED,141574,Prerequisites: DMED 141 with a grade of C or betterORinstructor approval.; Recommended Course Preparation: DMED140- Principles of AnimationDMED240- Animation & Special Effects; Contact Hours: 3 lecture,3
"This course is an introduction to the unique aspects of the native point of view in Hawai'i and the larger Pacific with regards to origins, language, religion, land, art, history, and modern issues.",107,HWST,Hawai'i:  Center of the Pacific,HWST,141574,Prerequisites: Placement in ENG 100ORinstructor approval.; Contact Hours: 3 lecture,3
"This course is designed for the non-biologist who wishes to learn more about fundamental biological concepts, with emphasis on humans and the human body. Topics covered include the structure and functions of cells, tissues, organs, and organ systems of the human body, which will be related to physical fitness, nutrition, health, disease, and genetics. Evolution of humans and their role in the biosphere will also be covered. Not intended for science majors.",100,BIOL,Human Biology,Biology,141574,Prerequisites: Placement in ENG 100.; Contact Hours: 3 lecture,3
"This course is designed to acquaint the student with sociological principles and the application of these principles to aid in the awareness, understanding, and appreciation of the unique social environment of the State of Hawaiʻi. Fundamental concepts of sociology in the area of race relations are presented with emphasis on Hawaiʻi's unique potential ""melting pot"" social environment and the development of an ""unorthodox race doctrine"" for Hawai`i. Sociological aspects of the various cultural contributions by the ethnic groups to Hawaiʻi, including values, concepts, practices, history, and language are also investigated.",250,SOC,Community Forces in Hawai`i,SOC,141574,Prerequisites: None.; Contact Hours: 3 lecture,3
"Provides practice in building essential college reading, reasoning, and writing skills. Through analytical reading, critical discussion, summarizing of concepts, and incorporating ideas into writing, students will learn the skills necessary to succeed in college and the workplace.",16,ENG,Fundamentals of Reading and Writing,English,141574,Prerequisites: Placement in ENG 16ORplacement in ENG 24ORequivalentORLanguage Arts Division Chair approval.; Contact Hours: 3 lecture,3
"This course presents an overview of the variety of instructional technology options and considers how these are effective across the curriculum. Educational technology includes the many tools and methods in which technology is used within an educational setting. Students will learn about current trends in education that are directly related to technology. Emphasis is placed on reaching different types of learners, considerations of integration, and assessing effectiveness of technology use for students with special needs in the inclusive classroom. This coursework includes preparation to apply knowledge and skills in important key concepts and methods used in special education.",335,ED,Educational Technology for the Inclusive Classroom,ED,141574,Prerequisites: Complete 2 years of any associate-level degreeANDAcademic Advisor approval.; Contact Hours: 3 lecture,3
"Students build on skills learned in HIT 108, Introduction to Diagnostic Coding, and HIT 109, Introduction to Procedure Coding. Students apply diagnostic and procedure coding to advanced scenarios and complex patient records. Computerized coding systems and coding conventions are covered. Students also analyze the impact of coding complications on healthcare reimbursements.                   

This course may be taken concurrently with HIT 209, Advanced Coding II.",208,HIT,Advanced Coding I,HIT,141574,Prerequisites: HIT 108 with a grade of C or betterORHIT 109 with a grade of C or betterORequivalentORinstructor approval.; Contact Hours: 3 lecture,3
"Survey of topics relevant to gender and its impact on the lives of women and men, including socialization of gender, mental health, racial identity, majority-minority status, sexual orientation, life-span issues and violence. Cross-listed as WGSS 202 (formerly WS 202). (A student cannot earn credit for both WGSS 202 and PSY 202.)",202,PSY,Psychology of Gender,Psychology,141574,Prerequisites: PSY 100 with a grade of C or betterORWS 151 with a grade of C or better.; Contact Hours: 3 lecture,3
"This course is a writing workshop designed for students with some knowledge of fiction writing. Through the creation of original short stories and the analysis of published work and student drafts, students will gain knowledge and experience as well as develop creativity within the fiction genre.",207,ENG,Fiction Workshop,English,141574,Prerequisites: ENG 100 with a grade of C or betterORequivalentORLanguage Arts Division approval.; Recommended Course Preparation: ENG204- Introduction to Creative Writing; Contact Hours: 3 lecture,3
This course emphasizes the development of knowledge and skills to reinforce the attitudes and behaviors required for safe and environmentally sound work habits for industrial work environments. The course highlights the importance of regulatory compliance issues to be addressed in the performance of all job tasks. Course topics will be reinforced through scenarios performed at the campus as well as industrial sites as available. (Formerly IIT 101),101,MECH,Industrial Safety Health and Environment,MECH,141574,Prerequisites: None.; Contact Hours: 3 lecture,3
"This course focuses on assessing the exceptional child, including an examination of evaluation procedures, from pre-referral intervention, eligibility/placement/ program decision-making to progress monitoring of scientifically-based instructional interventions based on Response to Intervention (RTI). Emphasis will be on using assessment information to determine strengths and needs to design instruction related to Individualized Education Program (IEP) goals and state standards, and to evaluate the effectiveness of that instruction using progress-monitoring techniques. This course will introduce students to commonly used tests and evaluation systems used in public school special education programs. This coursework includes preparation to apply knowledge and skills in important key concepts and methods used in special education. (Formerly ED 297F).",331,ED,Special Education Assessment,ED,141574,Prerequisites: Complete 2 years of any associate-level degreeANDAcademic Advisor approval.; Contact Hours: 3 lecture,3
"This course will give students the opportunity to review special education law, with an emphasis upon Hawaii Administrative Rules, Chapter 60 and the 2004 Reauthorization of the Individuals with Disabilities Act (IDEA). Heavy emphasis will be on Individualized Education Program (IEP) development through examination of required elements of IEPs and simulated IEP team scenarios. Students will be introduced to state and federal special education rules and regulations, practical application of the law, ethical codes, and related professional standards. Students will review curriculum standards and mock student records, participate in mock IEP/Placement meetings, develop mock IEPs and develop methods for monitoring progress. The course will also discuss Section 504 of the Rehabilitation Act of 1973, The No Child Left Behind Act of 2001 and the impact of key laws upon students with disabilities. This coursework includes preparation to apply knowledge and skills in important key concepts and methods used in special education. (Formerly ED 297D).",330,ED,SPED Law and IEP Development,ED,141574,Prerequisites: Complete 2 years of any associate-level degreeANDAcademic Advisor approval.; Contact Hours: 3 lecture,3
"Science of natural hazards: impact on human civilization of events in the lithosphere, atmosphere, biosphere, and hydrosphere (e.g., earthquakes, hurricanes, red tides, and floods), and impact of humans on their exposure to and mitigation of the hazards. This course is transdisciplinary in nature and will use real data to teach foundational principles in geological (earthquakes), oceanographic (tsunamis), and atmospheric science (hurricanes), and more importantly, the close connections between these science disciplines. We will examine how people become vulnerable to natural hazards, how society is affected by them, how people contribute to causing them, and how societies cope or fail to cope with them.",101,OEST,Natural Hazards,OEST,141574,Prerequisites: None.; Contact Hours: 3 lecture,3
"Includes program correctness, recurrence relations and their solutions, divide and conquer relations, graph theory, trees and their applications, Boolean algebra, introduction to formal languages, and automata theory.",241,ICS,Discrete Mathematics for Computer Science II,ICS,141574,Prerequisites: ICS 141 with a grade of C or betterORinstructor approval.; Contact Hours: 3 lecture,3
"Introduces principles, manual and computerized procedures, and terminology for business applications of payroll accounting. Includes preparation and filing of federal and Hawaiʻi state forms for payroll taxes and the Hawaiʻi General Excise and Use Tax.",132,ACC,Payroll and Hawaii General Excise Tax,Accounting,141574,Prerequisites: ACC 124 with a grade of C or betterorconcurrently enrolled in ACC 124ORACC 201 with a grade of C or betterorconcurrently enrolled in ACC 201ORequivalentORinstructor approval.; Contact Hours: 3 lecture,3
This is a practical performance-oriented theatre course that presents the local experience in a theatrical production. The actual production activities the student undertakes will vary with the production requirements of the play being produced. May be repeated for credit twice.,262,THEA,Local Style Theatre,THEA,141574,Prerequisites: THEA 221 with a grade of C or betterORinstructor approval.; Contact Hours: 7.5 other,3
"Building connections and creating a caring culture within the classroom is essential for today's teachers. ED 277 will equip students with the knowledge, skills, and methods to build inclusion within the classroom and advocate for diversity. The course delves into issues of race, ethnicity, socioeconomic status, gender, sexual identity, language, and conflicting values between cultures. Students will acquire strategies to develop and deliver culturally responsive teaching and instruction. They will learn how to develop an awareness of, and sensitivity to, the challenging issues facing K-12 teachers and students in diverse settings. (Formerly ED 294)",277,ED,Introduction to Multicultural Education,ED,141574,Prerequisites: ENG 22 with a grade of CRORENG 24 with a grade of CRORplacement in ENG 100ORequivalentORinstructor approval.; Contact Hours: 3 lecture,3
Introduction to the process of audio engineering for live concerts or recorded sound.  Students learn the proper usage of audio production tools through lecture and hands-on learning activities.,140,MUS,Introduction to Audio Production,MUS,141574,Prerequisites: None.; Contact Hours: 3 lecture,3
"This course examines the origin and classification of volcanoes, volcanic eruptions, and volcanic deposits. The course includes the history of volcanic studies, myths, and legends, with an emphasis on volcanic eruptions, eruptive products, volcanic hazards, and risk management.",111,ERTH,Introduction to Volcanoes,ERTH,141574,Prerequisites: None.; Contact Hours: 3 lecture,3
"This course is an introduction to AC & DC motors of various types and the integrated control systems used to control the power and function of electric motors. It is designed to give the student an overview of, and introduction to, the basic principles of the components and circuitry logic programs that integrate motors to systems. Course work emphasizes an overall understanding of the systems, engineering, equipment, and operations of a typical motor system. (Formerly IIT 251)",251,MECH,Motors and Motion Control,MECH,141574,"Prerequisites: MATH 103 with a grade of C or betterORhigher STEM track MATH course.; Contact Hours: 3 lecture, 3 lab",4
"This course is a survey of contemporary family life. Using a cross-cultural perspective, this course examines variations in relationships and family patterns focusing on choices in relationships; current patterns, trends, and changes in these choices and family life. Love, sex roles, sexual attitudes, and their relationship within the institution of the family are discussed along with partner selection, dating, marriage, single-hood, divorce, separation, or widowhood. Examines current issues in family, such as career and family conflicts, alternative family forms, cultural differences, family planning and parenthood, and family violence.",251,SOC,Introduction to Sociology of the Family,SOC,141574,Prerequisites: Placement in ENG 100ORequivalentORinstructor approval.; Contact Hours: 3 lecture,3
"This course moves deeper into the heart of animation studying techniques in character design and animation. The focus is on storytelling, filmmaking, performance and actually making a movie. Students will begin developing stories and characters. Dialogue, lip sync, and character interaction will be explored in detail.",242,DMED,Character Animation,DMED,141574,Prerequisites: DMED 141 with a grade of C or betterORinstructor approval.; Contact Hours: 3 lecture,3
"This course offers an introduction to inductive reasoning focusing on the role of probability. Students will learn how probabilities, statistics, and risk evaluations are integrated into decision making. More generally, they will develop reasoning strategies that promote drawing logical inferences when evidence leaves them unsure as to what is actually true. Application to the media's use of probabilities and statistics, and the way many academic disciplines use these strategies to analyze and present data, will provide concrete contexts for applying inductive principles and reasoning strategies.",111,PHIL,Intro to Inductive Logic,Philosophy,141574,Prerequisites: None.; Recommended Course Preparation: --- --PHIL110- Introduction to Deductive Logic; Contact Hours: 3 lecture,3
"This course is a study of Hawai'i political history, institutions, processes, and issues; Hawai'i's place in the national and international political arenas; and the future of politics in Hawai'i.",180,POLS,Introduction to Politics in Hawai'i,POLS,141574,"Prerequisites: None.; Recommended Course Preparation: ENG22- Introduction to CompositionENG24- Reading, Reasoning, & Writing; Contact Hours: 3 lecture",3
"This course delves into the foundational tenets of Indigenous political dynamics, encapsulating a multifaceted panorama of cultural variegation across disparate regions. It endeavors to dissect and elucidate the intricate tapestry of political challenges confronting Indigenous communities, both on a localized scale and within the broader global arena.",140,POLS,Introduction to Indigenous Politics,POLS,141574,"Prerequisites: None.; Recommended Course Preparation: ENG22- Introduction to CompositionENG24- Reading, Reasoning, & Writing; Contact Hours: 3 lecture",3
"This course is a survey of the field of Psychology focusing on basic principles of human behavior and cognition (e.g., motivation, learning, perception, emotion, etc.) as they relate to the individual.",100,PSY,Survey of Psychology,Psychology,141574,Prerequisites: Placement in ENG 100ORInstructor approval.; Contact Hours: 3 lecture,3
"This course covers the theory and fundamental operating principles of the modern automotive drive trains and axles. Students learn maintenance and repair of C-V shafts, propeller shafts, clutch systems, standard transmissions, standard transaxles, all-wheel drive, four-wheel drive, and final-drive systems. (Formerly AMT 46)",145,AMT,Manual Drive Trains and Axles,AMT,141574,Prerequisites: AMT 129 with a grade of C or betterANDAMT 154 with a grade of C or betterANDCompleted or concurrently enrolled in MATH 100ORCompleted or concurrently enrolled in QM 107C or equivalent or higherANDCompleted or concurrently enrolled in a Natural Science course numbered 100 or higher.; Contact Hours: 8 other,4
"An introduction to stagecraft and the technical aspects of theatre, including basic theory and fundamentals of lighting, set construction, sound, costuming, makeup, and stage management. Class time will be divided between lectures and laboratory work in the theatre. (Formerly DRAM 240)",240,THEA,Introduction to Stagecraft,THEA,141574,Prerequisites: None.; Contact Hours: 3 lecture,3
"History of ideas concentrating on events, persons, and issues with the greatest impact on the evolution of Christianity.",210,REL,Understanding Christianity,REL,141574,Prerequisites: Placement in ENG 100ORequivalentORinstructor approval.; Recommended Course Preparation: REL150- Introduction to the World's Major Religions; Contact Hours: 3 lecture,3
This course is the study of significant works of selected genres.,271,ENG,Introduction to Literature: Genre,English,141574,Prerequisites: ENG 100 with a grade of C or betterOREquivalent; Contact Hours: 3 lecture,3
This course uses advanced features from a word processing program to create business documents emphasizing production and proofreading.  Integrates knowledge of the Internet and the computer.  Includes timed computer keyboarding skills for creating and editing business documents and sending electronic attachments.,123,BUSN,Word Processing for Business,Business,141574,Prerequisites: Thirty-five (35) gross words a minute (GWAM)ORinstructor approval.; Recommended Course Preparation: ENG22- Introduction to Composition; Contact Hours: 3 lecture,3
This course is a continuation of JPN 201. Emphasis on listening and speaking skills continues while development of reading and writing skills are increased. Additional kanji are introduced in the course. Students are expected to use more complex and compound sentences.,202,JPN,Intermediate Japanese II,JPN,141574,Prerequisites: JPN 201 with a grade of C or betterORLanguage Arts Division approval.; Contact Hours: 4 lecture,4
"This course introduces the developmental continuum for literacy. Students will be prepared to assess learners’ abilities; select appropriate instructional strategies; design effective instructional programs, leading to increased listening, speaking, reading and writing competencies for all children; and establish assessment strategies to evaluate student progress. This coursework includes preparation to apply knowledge and skills in important key concepts and methods used in special education.",332,ED,English Language Arts Instruction and Interventions,ED,141574,Prerequisites: Complete 2 years of any associate-level degreeANDAcademic Advisor approval.; Contact Hours: 3 lecture,3
"This course is an introductory physical science course for all undergraduates in any major. A non-mathematical introduction to basic atmospheric variables, Earth’s past climates, global warming, air pollution, El Niño, hurricanes, tornadoes, and forecasting weather in Hawai‘i.",101,ATMO,Introduction to Weather and Climate,ATMO,141574,Prerequisites: None.; Contact Hours: 3 lecture,3
"This course is an introduction to computer programming and modern computing environments with an emphasis on algorithm and program design, implementation, and debugging. A hands-on laboratory is included to develop and practice programming skills. (Formerly EE 160)",160,ECE,Programming for Engineers,ECE,141574,"Prerequisites: MATH 241 with a grade of C or betterorconcurrently enrolled in MATH 241.; Contact Hours: 3 lecture, 3 lab",4
"Provides practice in creating, designing, and transmitting technical information for specialists and laypersons.",225,ENG,Technical Writing,English,141574,Prerequisites: ENG 100 with a grade of C or betterORequivalentORLanguage Arts Division approval.; Contact Hours: 3 lecture,3
