course_desc,course_number,course_prefix,course_title,dept_name,inst_ipeds,metadata,num_units
"Introduction to plant structure, function, reproduction, and evolution; plants in relation to the environment and human activities. Lecture course.",101,BOT,General Botany,Botany,141990,Lecture Hours: 3,3
Lab observations and experiments illustrating basic principles of plant biology.,101L,BOT,General Botany Lab,Botany,141990,Pre: Credit for or registration in BOT 101; Lab Hours: 3,1
"The scientific study of the interaction between human culture and plants, including the interrelationship of botany, socio-economics, belief systems and history that have shaped the cultural uses of plants in Hawai‘i, as well as Asia or the Pacific. Lecture/field trip course with service-learning option.",105,BOT,Ethnobotany,Botany,141990,Lecture Hours: 3,3
"This course will cover what algae are, why they are important, and why we are interested in them for both their environmental benefit, as well as their use for products. Students will explore the vast diversity of algae including the characteristics and applications of some of the main types of algae that are in commercial use today. Students will learn about algal ecology and how interactions with the environment, including pest and predators, affect algal productivity. Students will examine the processes of algae bio-manufacturing including production processes, as well as some of the products, benefits, and challenges that impact our ability to make commercially viable products from algae. Repeatable up to 6 credits.",111,BOT,Introduction to Algae,Botany,141990,Lecture Hours: 3,3
"Introduction to the evolution of plant communities and species of Hawaiian ecosystems; ecological interactions; observations, identification and systematics of native and introduced flora.",130,BOT,Plants in the Hawaiian Environment,Botany,141990,Pre: Credit for or registration in BOT 130L; Lecture Hours: 3,3
"BOT 130L focuses on observations of Native Hawaiian plant species, populations and communities as they interact in the natural environment and studies the unique characteristics of the plants through lab observations.",130L,BOT,Plants in the Hawaiian Environment Lab,Botany,141990,Pre: Credit for or registration in BOT 130; Lab Hours: 3,1
"Nontechnical course in identification of common plants of tropics, including native and introduced flora.",160,BOT,IdentiPcation of Tropical Plants,Botany,141990,Lecture Hours: 3,3
"Topics from diverse fields in plant science, and chosen by the Instructor. Course content may vary. May be repeated.",192V,BOT,Special Topics in Plant Science,Botany,141990,Lecture Hours: 1,1-4
Supervised research or study in a chosen area of botany.  Specific topics and workload are determined in consultation with the instructor.,199,BOT,Independent Study,Botany,141990,Lecture Hours: 0,2-3
"A study of medicinal plants of Hawai‘i, their characteristics, plant extraction, isolation and identification of their chemical constituents for possible uses in pharmaceuticals or in their natural state, and bioproduct manufacturing. This course is designed to train students for careers in plant and medical biotechnology. Lecture and laboratory/fieldtrip course.",205,BOT,Ethnobotanical Pharmacognosy,Botany,141990,"Pre: Credit for or registration in any of these courses: BOT 101, BOT 105, BOT 130, MICR 130, MICR 140, BIOL 172/172L, CHEM 152/152L or consent of instructor.; Lecture Hours: 3; Lab Hours: 3",4
"Introduction to practical aspects of Plant Biotechnology. Topics include micropropagation techniques, such as plant tissue, cell and protoplast cultures: DNA-based technologies, such as DNA extraction, DNA sequencing, PCR; and methods of plant genetic engineering. This course is designed to train students for careers in advanced agriculture technology and industry.",210,BOT,Phytobiotechnology,Botany,141990,"Pre: Credit for or registration in BOT 101, or AG 152, or MICR 130 and MICR 140, or BIOL 171 and 171L. Placement into MATH 100 or higher.; Lecture Hours: 3; Lab Hours: 3",4
"Surveys the fundamentals of the American business enterprise. Examines the foundations and responsibilities of accounting, business, management, finance, marketing, and the business environment.",120,BUS,Principles of Business,Business,141990,Lecture Hours: 3,3
"This course covers the basic economic and business principles regarding small-scale business enterprises. Focusing on the creation of a business plan, topics include researching and evaluating resources, planning, marketing, cultivating money resources, and understanding key concepts in law, budgeting, financial statements, and business documentation.",122,BUS,Introduction to Entrepreneurship,Business,141990,Lecture Hours: 3,3
"This course is a specialized section of Introduction to Entrepreneurship that focuses on sustainable agriculture. The course will cover the basic economic and business principles regarding small-scale business enterprises connected to agriculture, with a particular focus on sustainable agriculture in Hawai‘i. With a focus on the creation of a business plan, topics include researching and evaluating resources, planning, marketing, cultivating money resources, and understanding key concepts in law, budgeting, financial statements, and business documentation.",122B,BUS,Introduction to Entrepreneurship: Sustainable Agriculture,Business,141990,Lecture Hours: 3,3
This course will complement Windward CC's BUS 120 Introduction to Marketing course by allowing students to further develop the marketing plan section of the overall business plan that is created in BUS 120. This course will explore the sociological aspects of media and marketing; how psychology affects marketing; the effectiveness of different business structures; organizational behavior and psychology; and the economic impacts and influences of marketing/advertising.,123,BUS,Small Business Marketing,Business,141990,Pre: BUS 120 and Placement into ENG 100W; Lecture Hours: 3,3
"Introduction to the legal environment of business operations with particular attention to business law and ethics and to principles of law relating to contracts, agency, partnerships, and corporations.",200,BLAW,Legal Environment of Business,Business,141990,Pre: A grade of C or higher in ENG 100; Lecture Hours: 3,3
"The course covers proper keyboarding techniques; word processing concepts (Microsoft® Word); and document formatting of letters, memos, tables, reports, and email. Basic file management and operating system functions are included. Keyboarding speed and accuracy are emphasized.",121,BUSN,Introduction to Word Processing,Business Technology,141990,Pre: Credit for ENG 23 or higher; Lecture Hours: 3,3
Introduction to chemistry for non-science majors. Discussion of basic chemistry concepts and their application to everyday life. Provides a survey of basic concepts and applications of chemistry with emphasis on the role of chemistry in the real world. This is suitable for students who have little or no background in chemistry and serves to fulfill a general education physical science core course for the nonscience major or as a preparatory course for CHEM 151 or BIOC 141.,100,CHEM,Chemistry and Society,Chemistry,141990,Lecture Hours: 3,3
Experiments in everyday chemistry.,100L,CHEM,Chemistry and Society Lab,Chemistry,141990,Pre: Credit for or registration in CHEM 100.; Lab Hours: 3,1
"Provides the student with an adequate background in the fundamentals of chemistry. Covers the basic language and quantitative relationships of chemistry, including atomic structure, chemical bonding, structure-property relationships, chemical reactions. Prerequisite to CHEM 152 for majors in medical technology and nursing and other allied health and science-related fields, or can be taken as a preparatory course for CHEM 161.",151,CHEM,Elementary Survey of Chemistry,Chemistry,141990,"Pre: Credit in MATH 24, 25, 26, 28, 29, 75X or higher, and placement in ENG 23 or higher.; Lecture Hours: 3",3
"Experiments introducing laboratory techniques and illustrating chemical principles; supplemented by films, demonstrations, and problem sessions.",151L,CHEM,Elementary Survey of Chemistry Lab,Chemistry,141990,Pre: Credit for or registration in CHEM 151.; Lab Hours: 3,1
"Structure, nomenclature, properties and reactions of organic compounds will be studied with emphasis on those compounds of practical importance in life science and related fields.",152,CHEM,Survey of Organic and Bioorganic Chemistry,Chemistry,141990,Pre: Credit for CHEM 151 or equivalent or consent of instructor.; Lecture Hours: 3,3
"Techniques of preparation, purification, and identification of organic compounds.",152L,CHEM,Survey of Organic and Bioorganic Chemistry Laboratory,Chemistry,141990,Pre: Credit for CHEM 151L and credit for or registration in CHEM 152.; Lab Hours: 3,1
"Basic principles of inorganic chemistry with an emphasis on problem solving. First course of a two-course sequence designed to meet the one-year General Chemistry requirement for pre-med, science and engineering majors. Topics include chemical calculations, electronic structure, chemical bonding, states of matter and solutions.",161,CHEM,General Chemistry I,Chemistry,141990,"Pre: A grade of “C” or better in Math 103 or higher, or placement into Math 135 or consent of instructor; Lecture Hours: 3",3
Laboratory experiments illustrating fundamental principles of chemistry.,161L,CHEM,General Chemistry I Lab,Chemistry,141990,Pre: Credit for or registration in CHEM 161.; Lab Hours: 3,1
"Second course of a two-course sequence designed to meet the one-year General Chemistry requirement for pre-med, science and engineering majors. Topics include thermochemistry, kinetics, acid-base equilibrium, solubility equilibrium and electrochemistry. Emphasis on problem solving.",162,CHEM,General Chemistry II,Chemistry,141990,"Pre: A grade of “C” or better in CHEM 161, credit for or registration in MATH 135, or consent of instructor; Lecture Hours: 3",3
Laboratory experiments illustrating fundamental principles of chemistry.,162L,CHEM,General Chemistry II Lab,Chemistry,141990,Pre: Credit for or registration in CHEM 162; Lab Hours: 3,1
"This is the first semester course in organic chemistry intended for science majors. Topics to be covered include structure, properties, nomenclature, reactions, reaction mechanisms, stereochemistry and spectroscopy of alkanes, alkenes, alkynes, alkyl halides, alcohols and their applications to biology.",272,CHEM,Organic Chemistry I,Chemistry,141990,Pre: A grade of “C” or better in CHEM 162 or consent of instructor; Lecture Hours: 3,3
"Laboratory principles of Organic Chemistry I, the first semester course in organic chemistry intended for science majors. Topics to be covered include structure, properties, nomenclature, reactions, reaction mechanisms, stereochemistry and spectroscopy of alkanes, alkenes, alkynes, alkyl halides, alcohols and their applications to biology.",272L,CHEM,Organic Chemistry I Lab,CHEM,141990,Pre: A grade of “C” or better or registration in CHEM 272 or consent of instructor.; Lab Hours: 5,2
"This is the second semester course in organic chemistry intended or science majors. Topics to be covered include structure, properties, nomenclature, reactions, reaction mechanisms, stereochemistry and spectroscopy of conjugated systems, aromatic compounds, aldehydes, ketones, carboxylic acids and their derivatives, enols, enolates and their applications to biology.",273,CHEM,Organic Chemistry II,CHEM,141990,Pre: A grade of “C” or better in CHEM 272 or consent of instructor.; Lecture Hours: 3,3
"Laboratory principles of Organic Chemistry II, the second semester course in organic chemistry intended for science majors. Topics to be covered include techniques, synthesis, qualitative organic analysis and applications of spectroscopy.",273L,CHEM,Organic Chemistry II Lab,CHEM,141990,Pre: A grade of “C” or better in CHEM 272L and a grade of “C” or better or registration in CHEM 273 or consent of instructor.; Lab Hours: 4,1
This course is a study of equilibrium of rigid bodies under the action of forces and the application of the principles of mechanics to solve static problems in engineering.,270,CE,Applied Mechanics I,Civil Engineering,141990,Pre: Physics 170; credit for or registration in MATH 243 (formerly MATH 231) or consent of instructor; Lecture Hours: 3,3
"Identifies the roles that Community Health Workers play in Hawai‘i and the broader public health system and introduces the attitudes, skills and knowledge of the profession.",101,CHW,Community Health Worker Fundamentals,Community Health Work,141990,Pre: Placement into ENG 100X; Lecture Hours: 3,3
"Explores the role Community Health Workers play in health promotion and disease prevention. Introduces the major causes of premature mortality and morbidity, behavioral and environmental contributions to illness and injury, and strategies for promoting health, wellness, and risk reduction. Provides opportunities to practice developing and teaching health promotion/disease prevention classes.",135,CHW,Health Promotion and Disease Prevention,Community Health Work,141990,"Pre: Grade of C or better in CHW 101, or instructor consent.; Lecture Hours: 3",3
Offers a basic introduction to counseling theory and practice for those interested in working in helping professions. Provides opportunities to practice skills through role-playing.,140,CHW,Introduction to Counseling & Interviewing,Community Health Work,141990,Pre: Placement into ENG 100X; Lecture Hours: 3,3
"Provides knowledge and practical skills to become a competent case manager in health and human services agencies. Students apply the Ecological Model, Strengths Perspective, and effective interviewing skills to case management tasks including intake, assessment, service planning, care coordination, discharge planning, and referral. Explores individual and community capacity building, cultural competence, professional ethics and boundaries.",141,CHW,Case Management,Community Health Work,141990,"Pre: Grade of C or better in CHW 140, or instructor consent; Lecture Hours: 3",3
"Students will complete 225 practicum hours over the semester. Practicum hours include preparation of resume, letter of introduction, researching agencies and interviewing for placement. (225 hours Clinical Instruction)",145,CHW,Community Health Worker Practicum,Community Health Work,141990,"Pre: Grade of C or better in CHW 140 and ENG 100, or instructor consent",4
Students will develop basic skills in video production.,120,CM,Introduction to Digital Video,Creative Media,141990,Lecture Hours: 2,3
"This course explores introductory level conceptual and technical topics in 3D computer graphics. Autodesk Maya and related applications will be utilized to develop projects which integrate 3D modeling, UV layout, texture mapping, lighting, and rendering. (Cross-listed as ART 126)",126,CM,3D Computer Graphics I,Creative Media,141990,Pre: A grade of C or better in ART 112 or consent of instructor,3
"This course offers an introduction to the fundamentals of video game and application design, development, and deployment through project-based challenges that culminate in a publishable application.",142,CM,Introduction to Video Game Design,Creative Media,141990,Lecture Hours: 2,3
Introduction to Creative Writing (Screenwriting) introduces students to the basic practices and principles of screenwriting. (Cross-listed as ENG 204C),204C,CM,Introduction to Creative Writing (Screenwriting),Creative Media,141990,"Pre: Grade of “C” or better in ENG 100, or consent of instructor.; Lecture Hours: 3",3
Students will develop intermediate skills in video production and apply them to creating videos for publication on the web and other distribution platforms. Repeatable for up to 6 credits.,220,CM,Intermediate Digital Video,Creative Media,141990,Pre: A grade of C or better in CM 120 or consent of instructor.; Lecture Hours: 2,3
"An introduction to acting techniques for film, TV production, and other camera-based media. Repeatable up to 6 credits. (Cross-listed as THEA 223)",223,CM,Introduction to Acting for Camera,Creative Media,141990,Pre: Grade of C or better in THEA 221.; Lecture Hours: 3,3
"Introduction to digital music and sound production on the Macintosh platform: MIDI sequencing, audio recording, music arranging, editing, mixing and mastering; preparing audio files for CD, video and web applications; sound synthesis and programming using virtual instruments. (Cross-listed as MUS 240.)",240,CM,Introduction to Digital Music Production,Creative Media,141990,"Pre: MUS 108, 121 (alpha) or 253; or consent of instructor.; Lecture Hours: 3",3
"This course picks up where CM 142 left off. In addition to creating games at a higher technical and aesthetic standard, presentation skills (as in “presentation to potential investors”) are emphasized. May be repeatable up to 6 credits.",242,CM,Video Game Design II,Creative Media,141990,Pre: A grade of C or better in CM 142; Lecture Hours: 3,3
"The course is an in-depth study of the process and art of cinematic storytelling. We will watch, discuss, analyze, read and write about films, television programs and/or online video with a critical eye to understanding cinematic storytelling and its various elements such as mise-en-scene, cinematography, editing and sound.",255,CM,Introduction to Cinema and Digital Media,Creative Media,141990,Lecture Hours: 3,3
This survey study of games and gaming in human culture and society brings together various methodologies and conceptual tools.,271,CM,Games and Gaming in Society,Creative Media,141990,Lecture Hours: 3,3
"This course introduces students to concepts in game design, and cultivates their ability to create and produce games.",272,CM,Concepts in Game Design,Creative Media,141990,Pre: Grade of C or better in CM 271; Lecture Hours: 2,3
"This course is intended to acquaint students with the theory, practice, and skills required to publish a book (Pueo Literary and Art Journal), and, by extension, enable students to participate in the production of any small publication such as magazines, handbooks, manuals, brochures, flyers, newsletters, etc. To varying degrees over two semesters, the course covers planning, publicity, selection, editing, proofreading, layout, production, distribution, and celebration. Six credits may be applied to the AA degree. (Cross-listed as ENG 280.)",280,CM,Book Production: Pueo Literary and Art Journal,Creative Media,141990,Pre: Grade of “C” or better in Eng 100 or consent of instructor.; Lecture Hours: 3,3
Students will develop intermediate skills in video journalism and produce video and multimedia news stories about campus and community events and issues for publication on the Ka Ohana website and other distribution platforms. Repeatable for up to 6 credits. (Crosslisted as JOUR 286.),286,CM,Multimedia News Production,Creative Media,141990,Pre: Credit for CM 120 or JOUR 120; or consent of instructor.; Lecture Hours: 2,3
"This capstone course covers the basic business, legal and ethical issues related to careers in video game design. May be repeated up to 6 credits.",295A,CM,Careers in Video Game Design,CM,141990,"Pre: A grade of C or better or registration in CM 242, or consent of instructor.; Lecture Hours: 3",3
"This capstone course covers the basic business, legal and ethical issues related to careers in filmmaking. May be repeated up to 6 credits.",295B,CM,Careers in Filmmaking,CM,141990,"Pre: A grade of C or better or registration in CM 220, or consent of instructor.; Lecture Hours: 3",3
Introduction to classical ballet technique. May be repeated up to 9 credits.,121,DNCE,Beginning Ballet,Dance,141990,Lecture Hours: 3,3
Continuation of beginning classical ballet technique. May be repeated up to 9 credits.,122,DNCE,Continuing Beginning Ballet,Dance,141990,Pre: Grade of “C” or better in DNCE 121 or consent of instructor.; Lecture Hours: 3,3
Introduction to modern dance technique. May be repeated up to 9 credits.,131,DNCE,Beginning Modern Dance,DNCE,141990,Lecture Hours: 3,3
Continuation of beginning modern dance technique. May be repeated up to 9 credits.,132,DNCE,Continuing Beginning Modern Dance,DNCE,141990,Pre: Grade of “C” or better in DNCE 131 or Instructor consent.; Lecture Hours: 3,3
Low intermediate ballet technique. Maybe repeated up to 9 credits.,221,DNCE,Low Intermediate Ballet,DNCE,141990,Pre: Grade of “C” or better in DNCE 122 or instructor’s consent.; Lecture Hours: 3,3
Low intermediate modern dance technique. May be repeated up to 9 credits.,231,DNCE,Low Intermediate Modern Dance,DNCE,141990,Pre: Grade of “C” or better in DNCE 132 or Instructor consent.; Lecture Hours: 3,3
"This course provides individual instruction in dance, covering intermediate and advanced performance techniques taught to each student's individual level. Applied dance is a performance course. The emphasis will be toward developing performing skills from a wide range of methods and training. The goal is to facilitate student dancers in attaining a level of confidence and skill that allows for consistently powerful and effective performances. This course may be repeated for up to 4 credits. (1 hour Individual Instruction)",252,DNCE,Applied Dance,DNCE,141990,Pre: A grade of C or better in DNCE 121 or DNCE 131.; Lecture Hours: 1,1-4
DNCE 270 is a performance course designed to enhance and develop students' dance skills through the staging of selected dance pieces either as individual pieces or as part of a larger production project.,270,DNCE,Dance Performance,DNCE,141990,"Pre: Grade of C or better in DNCE 121 or 131, or Instructor's consent; Lab Hours: 6",3
"The natural physical environment; the landscape; rocks and minerals, rivers and oceans; volcanism, earthquakes and other processes inside the Earth; effects of human use on the Earth and its resources. Field trip.",101,ERTH,Introduction to Geology,ERTH,141990,Lecture Hours: 3,3
"Hands-on study of minerals, rocks, and topographic maps. Examine volcanism, hydrology, coastal processes and hazards, geologic time and earthquakes. Field trips to investigate landslides, beaches and Oʻahu geology.",101L,ERTH,Introduction to Geology Lab,ERTH,141990,Lab Hours: 3,1
"Introductory mathematical approaches to quantifying key aspects of global and environmental change. Includes data analysis, graphical representation, and modeling of population growth, greenhouse gas emissions and fate, sustainable resource utilization, and sea-level change.",102,ERTH,Quantifying Global & Environmental Change,ERTH,141990,Lecture Hours: 3,3
"Hawaiian geology and geologic processes: origin of Hawaiian Islands, volcanism, rocks and minerals, land forms, stream and coastal processes, landslides, earthquakes and tsunamis, ground water, geologic and environmental hazards. Field trips arranged.",103,ERTH,Geology of Hawaiian Islands,ERTH,141990,Lecture Hours: 3,3
"Examines how natural hazards have affected the course of human culture and societies from pre-history to the present in Hawai‘i/Oceania, Asia, Africa, Europe, and the Americas.",135,ERTH,Natural Disasters and Human History,ERTH,141990,Lecture Hours: 3,3
Field trip and laboratory sessions relating to the Geology of O‘ahu.,210,ERTH,O‘ahu Field Geology,ERTH,141990,"Pre: Credit for or registration in ERTH 101, ERTH 103, or consent of instructor.",1
"A four-day field trip on the island of Hawai‘i. A survey of Hawaiian volcanic processes is illustrated by studying Kilauea, Mauna Kea, Mauna Loa, Hualalai, and Kohala volcanoes. Students are responsible for air and ground transportation, meals, and lodging.",211,ERTH,Big Island Field Geology,ERTH,141990,"Pre: Credit for or registration in ERTH 101, ERTH 103, or consent of instructor. Must have medical clearance.; Lab Hours: 3",1
"A four-day field trip on the island of Maui. A survey of Hawaiian volcanology and geomorphology illustrated by field studies of Haleakala and West Maui volcanoes. Students are responsible for air and ground transportation, meals, and lodging.",212,ERTH,Maui Field Geology,ERTH,141990,,1
"A four-day field trip on the islands of Moloka‘i and Lana‘i. Field studies of East Moloka‘i, West Moloka‘i, Makanalua (Kalaupapa) and Lana‘I volcanoes, and directed reading on Kaho‘olawe volcano. Students are responsible for air and ground transportation, meals, and lodging.",213,ERTH,"Moloka‘i, Lana‘i, and Kaho‘olawe Field Geology",ERTH,141990,,1
"A four-day fieldtrip on the island of Kaua‘I to study the volcanological evolution and continuing geological history of Kaua‘i and Ni‘ihau volcanoes. Students are responsible for air and ground transportation, meals, and lodging.",214,ERTH,Kaua‘i and Ni‘ihau Field Geology,ERTH,141990,,1
"Examination of the decision-making process of both households and firms. Analysis of the functioning of a competitive market system, using supply and demand models and the role of government in cases of market failure.",130,ECON,Principles of Microeconomics,Economics,141990,Lecture Hours: 3,3
"Examination of the forces determining levels of and changes in national income, employment and the price level, including the role of government through its fiscal and monetary policies.",131,ECON,Principles of Macroeconomics,Economics,141990,Lecture Hours: 3,3
"Environmental Economics uses the basic tools of economic analysis to focus on issues that pertain to the natural environment and its resources. The central theme is that there are competing demands for our limited natural resources necessitating that difficult choices be made regarding how those resources are used. Topics include global warming, Hawai‘i’s environment and other current environmental issues as time permits.",220,ECON,Introduction to Environmental Economics,Economics,141990,Lecture Hours: 3,3
"Introductory course on computer programming and modern computing environments with an emphasis on algorithm and program design, implementation and debugging. Designed for engineering students, this course includes a hands-on laboratory to develop and practice programming skills.",160,EE,Programming for Engineers,Electrical Engineering,141990,Pre: Credit for or registration in Math 140 or consent of instructor; Lecture Hours: 3,4
"This is an introductory course covering linear passive circuits, time domain analysis, transient and steady state responses, phasors, impedance and admittance, power and energy, frequency responses, and resonance.",211,EE,Basic Circuit Analysis I,Electrical Engineering,141990,"Pre: Credit for or registration in MATH 243 (formerly MATH 231) or higher, credit for or registration in PHYS 272, or consent of instructor.; Lecture Hours: 3",4
"This college-level composition course promotes critical reading, the writing process, rhetorical principles, research strategies, and the documentation of sources.",100,ENG,Composition I,English,141990,"Pre: Grade of “C” or better in ENG 22, OR placement into ENG 100, OR grade of “C” or better in ENG 23 and corequisite enrollment in ENG 100W, OR placement and enrollment in co-requisite ENG 100W OR grade of “C” or better in ENG 100W OR approval of designated Language Arts representative.; Lecture Hours: 3",3
"This course offers increased student-teacher collaboration on English 100 course content: college-level composition, critical reading, the writing process, rhetorical principles, research strategies, and the documentation of sources. (140 min studio)",100W,ENG,Composition I Writing Workshop,English,141990,"Pre: Grade of ""C"" or better in ENG 23, or placement into ENG 100W, or approval of designated Language Arts representative.",1
"A writing intensive composition course that furthers the study of rhetorical, conceptual, and stylistic demands of writing. through a variety of assignments, each essay students write will build on the next one, culminating in a final argumentative research paper into which students will incorporate the knowledge they have gained through the writing and research performed during the semester.",200,ENG,Composition II,English,141990,"Pre: Grade of “C” or better in ENG 100, or consent of instructor.; Lecture Hours: 3",3
English 204A Introduction to Creative Writing (fiction) introduces students to the basic practices and principles involved in the writing and publication of short stories and novels.,204A,ENG,Introduction to Creative Writing (Fiction),English,141990,"Pre: Grade of “C” or better in ENG 100, or consent of instructor.; Lecture Hours: 3",3
English 204B Introduction to Creative Writing (Poetry) introduces students to the basic practices and principles involved in the writing and publication of poems.,204B,ENG,Introduction to Creative Writing (Poetry),English,141990,"Pre: Grade of “C” or better in ENG 100, or consent of instructor.; Lecture Hours: 3",3
English 204C Introduction to Creative Writing (Screenwriting) introduces students to the basic practices and principles of screenwriting. (Cross-listed as CM 204C),204C,ENG,Introduction to Creative Writing (Screenwriting),English,141990,"Pre: Grade of “C” or better in ENG 100, or consent of instructor.; Lecture Hours: 3",3
"English 204D Introduction to Creative Writing (Creative Nonfiction) introduces students to the basic practices and principles involved in the writing and publication of creative nonfiction, which includes autobiography, biography, nature and travel writing, cultural criticism, and historical and scientific writing.",204D,ENG,Introduction to Creative Writing: Creative Nonfiction,English,141990,"Pre: Grade of C or better in ENG 100, or consent of instructor.; Lecture Hours: 3",3
"A study of business and managerial writing; practice in writing letters, memos, and reports, including a report requiring research and documentation.",209,ENG,Business Writing,English,141990,Pre: Grade of “C” or better in ENG 100.; Lecture Hours: 3,3
"This course introduces students to the study of significant works of literature in selected genres. Emphasis is on discussion of and writing about characteristics and themes of the works. A student may enroll in this course more than one time (for different genres); however, only three credits will be applied toward degree.",271,ENG,Introduction to Literature: Genre,English,141990,Pre: A grade of “C” or better in ENG 100.; Lecture Hours: 3,3
"This course introduces students to the study of significant works of literature in selected cultures and cultural formations. Emphasis is on discussion of and writing about characteristics and themes of the works. A student may enroll in this course more than one time (for different cultures); however, only three credits will be applied toward degree.",272,ENG,Introduction to Literature: Culture and Literature,English,141990,Pre: A grade of “C” or better in ENG 100.; Lecture Hours: 3,3
"This course is intended to acquaint students with the theory, practice, and skills required to publish a book (Pueo Literary and Art Journal), and, by extension, enable students to participate in the production of any small publication such as magazines, handbooks, manuals, brochures, flyers, newsletters, etc. To varying degrees over two semesters, the course covers planning, publicity, selection, editing, proofreading, layout, production, distribution, and celebration. Six credits may be applied to the AA degree. (Cross-listed as CM 280.)",280,ENG,Book Production: Pueo Literary and Art Journal,English,141990,Pre: Grade of “C” or better in ENG 100 or consent of instructor.; Lecture Hours: 3,3
"A goal-oriented approach to personal financial management covering budgeting, use of financial institutions, income tax effects and strategies, credit risk management, investment analysis, risks, alternatives, financial products and markets, retirement planning and estate planning. Students will be introduced to various financial planning software programs.",150,FIN,Personal Finance,Finance,141990,Pre: Grade of C or better in Math 75X or equivalent.; Lecture Hours: 3,3
"An introductory level biological science course which integrates basic concepts of science with the study of human nutrition. Designed for students who want an introduction to nutrition, as well as those who later choose to major in it.",185,FSHN,Human Nutrition,Food Science and Human Nutrition,141990,"Pre: Placement in ENG 100 and credit in Math 25, 26, 29, or 82 or higher, placement into Math 103 or higher, or consent of instructor.; Lecture Hours: 3",3
"Survey of the natural environment; distribution and interrelationships of climates, vegetation, soil, and land forms.",101,GEO,The Natural Environment,Geography & Environment,141990,Lecture Hours: 3,3
"Analysis by use of maps, air photos, field and laboratory observation, and experimentation. Emphasis on Hawai‘i and on human modification of environment. Required field trips during regular class hours.",101L,GEO,The Natural Environment Laboratory,Geography,141990,Pre: Credit for or registration in GEO 101.; Lab Hours: 3,1
"Geography 102 is a survey of the world’s major cultural regions. Environmental, cultural, political, and economic characteristics of each region and regional interactions are explored from a geographic perspective.",102,GEO,World Regional Geography,Geography,141990,Lecture Hours: 3,3
"Elements of population geography and urban studies, economic geography and resource management; application to current problems of developed and underdeveloped countries.",151,GEO,Geography and Contemporary Society,Geography,141990,Lecture Hours: 3,3
"Analyses of ordinary and symbolic landscapes of Japan from natural, cultural and historical perspectives. The course interprets a landscape synthesizing underlying physical, cultural and historical settings of the landscape.",252,GEO,"The Landscape of Japan: Natural, Cultural and Historical",Geography,141990,Lecture Hours: 3,3
"Course is a survival kit for life in Hawai‘i and an introduction to Hawaiian and language related issues enhancing communicative experiences in Hawai‘i. An examination of social, cultural, political, and linguistic cross-cultural interaction locally and globally. Taught in English and Hawai‘i Creole English.",100,HAW,Language in Hawai‘i: A Microcosm of Global Language Issues,Hawaiian Language,141990,Lecture Hours: 3,3
"An elementary course in the Hawaiian language which focuses on rules of grammar, pattern drills, the building of an adequate vocabulary to facilitate conversation, and reading of selected materials at an elementary level.",101,HAW,Elementary Hawaiian I,Hawaiian Language,141990,Lecture Hours: 4,4
Continuation of HAW 101.,102,HAW,Elementary Hawaiian II,Hawaiian Language,141990,Pre: Credit for HAW101 or consent of instructor.; Lecture Hours: 4,4
"Continuation of HAW 102 with emphasis on increasing proficiency in use of major sentence patterns in reading, writing, conversation, and translation.",201,HAW,Intermediate Hawaiian I,Hawaiian Language,141990,Pre: Credit for HAW 102 or consent of instructor.; Lecture Hours: 4,4
"Continuation of HAW 201. Further refinement of basic language skills including vocabulary development beyond the 201 level. Increased control over structures and idioms. Includes readings about history, culture, and diverse forms of literature.",202,HAW,Intermediate Hawaiian II,Hawaiian Language,141990,Pre: Credit for HAW 201 or consent of instructor.; Lecture Hours: 4,4
"An introduction to Hawai‘i and Hawaiian culture in the context of the larger Pacific, including Hawaiian origins, settlement, language, land, history, society, religion and the arts.",107,HWST,Hawai‘i: Center of the Pacific,Hawaiian Studies,141990,Lecture Hours: 3,3
"This course introduces students to modern Hawaiian canoe voyaging through a beginning examination of the science and narratives of ancient voyaging, the history of the modern revival of voyaging, and the Hawaiian navigator’s toolkit.",110,HWST,Huaka‘i Wa‘a: Introduction to Hawaiian Voyaging,HWST,141990,Lecture Hours: 3,3
"This is a course in which students will learn about the centrality of genealogy to Hawaiian history, culture, and family. Students of any ancestry or background will gain value in learning about a central aspect of Hawaiian culture, and in doing research that is geared toward either their own family genealogy or the researching of the genealogies of public figures, or historical figures. Students will be guided through a research process and set of research methodologies for vital statistics, land, tax, census, historical material, and online resources. Students will also learn chiefly and family genealogies of Hawai‘i, which is a Hawaiian method through which some of the history of Hawai‘i is also explored. By completion of the semester, students will be expected to assemble a genealogy and family history beyond what they might already have completed before enrollment in this class for either themselves or a public figure cleared by the instructors of this course.",115,HWST,Mo‘okūauhau: Hawaiian Genealogies,HWST,141990,Lecture Hours: 3,3
"In this class students will learn various beginning traditional hula interpretations. Students will be taught the basic footwork and hand gestures of traditional hula accompanied by chanting, Ipu Heke (double gourd) or Pahu (drum). Students may also be required to make accompanying instruments like Ipu (smaller single gourd), Kala‘au (sticks), ‘Ili‘ili (stones), and Pū‘ili (split bamboo), and learn accompanying oli (chants) under the direction of the class Instructor. Students will be taught different historical aspects of specific hula, associated hula mythology, ali‘i (chiefly) genealogies, plants and place names.",130,HWST,Hula ‘Ōlapa: Traditional Hawaiian Dance,HWST,141990,Lecture Hours: 2; Lab Hours: 2,3
