course_desc,course_number,course_prefix,course_title,dept_name,inst_ipeds,metadata,num_units
"This practical course is the first in the intermediate series to help students develop their communicative skills in Mandarin. With dialogues on everyday-life situations, students will learn how to use Chinese effectively and creatively at an intermediate level with knowledge of basic grammar. This course covers essential vocabulary and simple expressions of themes related to daily life such as greetings, ordering food, shopping, daily activities, providing directions, making a phone call, etc. Real-life tasks and interactive role-plays will enable students to acquire grammar and expressions and apply it to everyday situations. Good for students who would like to have conversation with native speakers of Chinese about hobbies, employment, information, experience, etc. in a daily life or at work. This course may be taken as CR/NC.",221,CHNS,Practical Mandarin for Intermediates I,CHNS,141981,Pre: CHNS 122 or instructor’s permission,3
"This practical course is the second in the intermediate series to help students develop their communicative skills in Mandarin. With dialogues on everyday-life situations, students will learn how to use Chinese effectively and creatively at an intermediate level with knowledge of basic grammar. This course covers essential vocabulary and simple expressions of themes related to daily life such as greetings, ordering food, shopping, daily activities, providing directions, making a phone call, etc. Real-life tasks and interactive role-plays will enable students to acquire grammar and expressions and apply it to everyday situations. Good for students who would like to have conversation with native speakers of Chinese about incidents and accidents, personal opinions and feelings, Chinese culture and touristic places or who would like to visit or live in China. This course may be taken as CR/NC.",222,CHNS,Practical Mandarin for Intermediates II,CHNS,141981,"Pre: CHNS 201, 221 or instructor’s permission",3
"Course covers the fundamental principles of design and how these relate to effective communication. It explores the media and tools that create imaging and how these tools are integrated into the image-making process. Topics include conceptual design, critical thinking in the creation of graphic design, how design relates to human perception and the visual process and the history of visual communication.",101,CM,Introduction to Visual Communication,CREATIVE MEDIA,141981,,3
"Students will explore problems of the physical sciences, create and test hypotheses, interpret results, and iterate designs. Mechanical and electronic devices will be designed and built using physical science and computational reasoning and calculation. The creative process of science will be emphasized and practiced throughout the course.",108,CM,Creative Process in the Physical Sciences,CREATIVE MEDIA,141981,,3
"In the course, students will develop basic skills in video production. The course will emphasize the technical aspects of digital cinematography and sound recording as well as fundamentals of field production in terms of conceptual development, planning, writing, storyboarding, editing, and project management. In addition, students will be introduced to basic rules of visual composition, sequencing and storytelling.",120,CM,Introduction to Digital Video,CREATIVE MEDIA,141981,Pre: Placement in ENG 100 or concurrent enrollment in ENG 100T,3
"This course provides students with an exploration of a selection of prominent social media platforms, emphasizing their respective features, content creation capabilities, and strategies for fostering audience engagement. The course also delves into the principles of responsible social media utilization, contemporary trends shaping these platforms, and the ethical dimensions inherent in their use.",130,CM,Introduction to Social Media,CREATIVE MEDIA,141981,,3
"This is an introductory course on the video game industry from its early beginning with Tennis for Two and Computer Space!, through the golden age of Atari, through Nintendo, Sega, Sony and Microsoft. Students will learn the origins of major game developers, past and present, and experience the classic games that inspired the hits of today.",140,CM,History of Video Games,CREATIVE MEDIA,141981,Pre: Placement in ENG 100 or concurrent enrollment in ENG 100T,3
"In this course, students will gain an introduction to the craft and trade of video game design, and gain exposure to diverse elements of this rapidly evolving sector of digital media. Students will develop skills in the ideation and execution of fun, innovative video game concepts.",142,CM,Introduction to Video Game Design,CREATIVE MEDIA,141981,Pre: Placement in ENG 100 or concurrent enrollment in ENG 100T.,3
"This course teaches the fundamentals of game art production from a broad perspective. Students will learn to work within multiples specialties within the game art field in order to build up a general understanding of the pipeline and processes involved.  Emphasis is placed on strong foundational skills, compelling conceptual ideas, and self-motivated problem solving.",143,CM,Introduction to Game Art,CREATIVE MEDIA,141981,Pre: ART 112 with a C or higher.,3
"This course explores the fundamental principles and techniques of effective visual storytelling in film, television, and online video.  Topics include shot composition, camera angles, camera movement, use of light, cuts, sequencing, transitions, montage, mise en scene, blocking, sound and music.",150,CM,Film Analysis and Storytelling,CREATIVE MEDIA,141981,Pre: Placement in ENG 100 or concurrent enrollment in ENG 100T. (DA),3
"This course, which covers both narrative and unscripted formats, introduces students to the industry-standard pre-production techniques and tools employed in film and video production. Students will learn the standard conventions of written project treatments and script composition, visualization techniques such as traditional and animated storyboarding, and organizational techniques such as the crafting of shot lists and lined scripts.",151,CM,Pre-Production: Digital Video,CREATIVE MEDIA,141981,Pre: Placement in ENG 100 or concurrent enrollment in ENG 100T.,3
"This course introduces the theory, and aesthetics of non-linear video editing. Students learn how to effectively set the mood, utilize pacing, build suspense, build continuity, and structure their content.  In addition to aesthetic considerations, the course also introduces vocabulary and essential technical skills such as importing, tagging, exporting, and working with various video formats.",152,CM,Principles of Video Editing,CREATIVE MEDIA,141981,Pre: Placement in ENG 100 or concurrent enrollment in ENG 100T.,3
"This course introduces students to the theory, aesthetics, processes, production and post-production techniques in the field of sound design for digital media. Students learn how to effectively set the mood, utilize pacing, build suspense, build continuity, and structure their content. In addition to aesthetic considerations, the course also introduces vocabulary and essential technical skills such as recording, importing, exporting, and working with various media formats.",153,CM,Sound Design for Digital Media,CREATIVE MEDIA,141981,Pre: Placement in ENG 100 or concurrent enrollment in ENG 100T.,3
"Students will gain an introduction to the basic principles of screenwriting -- including formatting, structural, and stylistic conventions. Elements covered will include film analysis, story development, appropriate craft terminology, career opportunities, and the re-writing process.",155,CM,Introduction to Screenwriting,CREATIVE MEDIA,141981,Pre: ENG 100 or equivalent with a C or better.,3
"This course provides students with a history of the mobile industry movement in both software development to hardware advancements. Students will learn about historical milestones and breakthroughs that served as catalysts in mobile technologies as well as follow recent developments in the industry. Students will also receive an introduction to mobile development software, platforms, and an Introduction to principles in user experience and design as It relates to both software and hardware.",160,CM,The Mobile World,CREATIVE MEDIA,141981,No prerequisites listed.,3
"This course provides students with an introduction to programming. Students will learn foundational programming concepts including variables, controls, logics, classes, and functions. Moreover, students will learn how these foundational concepts relate to user interfaces, user interactions, and user experiences.",162,CM,Introduction to Programming for Designers,CREATIVE MEDIA,141981,No prerequisites listed.,3
"This is an introductory digital photography course developed for law enforcement first responders and criminal investigators, who are responsible for photographically documenting crime scenes, traffic accident scenes, injuries, or any other type of evidence associated with a criminal investigation. This fast-paced course begins with the fundamentals associated with controlling a photographic exposure using a Digital Single-lens Reflex (DSLR) camera system. Through a combination of lecture and scenario-based, hands-on laboratories, the student develops the necessary skills associated with properly operating a digital camera to capture the high quality, evidence-grade",201,CM,Forensic Photography,CREATIVE MEDIA,141981,Pre: ART 107D or instructor consent. Experience with a DSLR camera is required.,3
"This course covers basic animation, compositing and special effects techniques often employed in video production. Students learn how to properly plan for, and storyboard for visual effects sequences. They learn how to work in teams to setup, light and shoot with a green screen in a variety of situations. They learn how to design a visual effects production and post-production workflow that meets the specific goals of the project. They learn the basic compositing and animation concepts, terminologies, and tools necessary to make such projects a reality.",251,CM,Animation and Special Effects,CM,141981,"Pre: Completion of, or concurrent enrollment in CM 120.",3
"This course provides an overview of the various media industries, highlights the common characteristics of the industry and familiarizes students with the key drivers of industry dynamics. The course discusses the fundamental drivers of the media industry in terms of consumer psychology/behavior, key economic drivers and also relevant historical background. This foundation course is the starting point for students in the creative media pathway.",256,CM,Creatives In Media,CM,141981,No prerequisites listed.,3
"This course provides students with an introduction to iOS Mobile Application Development. Additionally, students will learn the process of creating mobile applications including creating user stories, wire frames, as well as strategies in application development and design.  Students will also learn programming basics In Objective-C, tools that will help them in development as well as an Introduction to Xcode, Apple's development software. (Previously CM 161)",262,CM,Introduction to iOS Mobile Application Development,CM,141981,Pre: CM 162.,3
"Esports has transformed gaming into a global spectator sport capturing the attention of millennials worldwide. Facilitating the growth of esports has been the introduction of ‘franchising’ and creating official leagues for teams, owners, advertisers, and publishers to build professional organizations. This class will investigate various aspects of esports, including communication methodologies, team structure, player management, social media strategies, and league regulations.",301,CM,Esports Primer,CM,141981,Pre: CM 140; or instructor approval,3
"Students will use computer code as a medium to create visual art, interactive software experiences, and simulations of natural phenomena. Randomness will be explored to develop generative systems that are a collaboration between the artist and the audience. An opportunity to practice, present, and get feedback on your artwork in a community of creatives. Introductory programming experience is recommended. (Cross-list NSCI 308)",308,CM,Generative Art and Science,CM,141981,Pre: CM 108 or ART 112; and MATH 100 or above; or instructor approval.,3
"This course is an introduction to Audio Post Production. Topics include, but are not limited to Dialogue, ADR, Sound Effects and Design.",311,CM,Audio Post Production I,CM,141981,Pre: CM 153 or instructor approval,3
"This course focuses on the history and practice of the integration of music and sound with speech and image in creative media.  Students learn historical precedents, expand their music vocabulary, and develop an ability to select an appropriate music track for various creative media projects. (Cross-list MUS 314)",314,CM,"Music, Sound and Media",CM,141981,Pre: ENG 100; or instructor consent.,3
"This course focuses on designing and developing native applications for mobile devices and other media devices. Topics will include the differences between apps, website, and mobile websites, utilizing designer-centric programming languages and SDKs, and industry requirements for developers and publishing apps. Students will explore designing for different types of user interfaces. Students will create, test, publish, and distribute their mobile applications and games.",315,CM,Interactive Applications,CM,141981,"Pre: ART 112 and ART 229, both with a C or better; or instructor consent.",3
"This course focuses on the Information Architect as point person in the planning and development stages to ensure an interactive product for the operating vehicle, such as the internet, that best serves the user. The specific tasks indigenous to this role will be explored in-depth.",316,CM,User Experience,CM,141981,"Pre: ART 112 and ART 229, both with a grade of C or better; or instructor consent.",3
"This course introduces projects that incorporate typography, shape, and image within time-based presentations. Students will creatively employ and integrate the elements of time, sound, motion, typographic effects, layering, and transition, to focus on interactive and sequential organization of information.",317,CM,Motion Graphics,CM,141981,Pre: CM 251 with a grade of C or better; or instructor approval.,3
"This course examines best practices in the planning and development of shareable online video content. The course places a heavy emphasis on YouTube as a form of social media, and the strategies that contribute to the success of YouTube channels. Through series development and cross-promotional activities, students create meaningful content and learn how to analyze performance using YouTube analytics. Students spend the semester strategizing, creating content, and communicating with one another via YouTube and other social media platforms (ex. Twitter). (Previously CM 320D)",320,CM,Creative Producing: Online Video,CM,141981,Pre: CM 120 and ENG 100 both with a grade of C or better.,3
"The course will screen and discuss movies and television sitcoms, dramatic series within genres. Discussion about the role of the producer, the writer, the actor, the director, the cinematographer and how filmmaking is collaborative. (Previously CM 320A)",321,CM,Representations of Film &TV Production,CM,141981,Pre: ENG 100 with a grade of C or better.,3
"This course addresses various aspects of creative media production processes through screenings, demonstrations, discussion, hands-on projects, and guest talks. Students go through the analysis, conceptual planning, and execution of a web-based documentary project.",322,CM,Web Documentary Research and Development,CM,141981,Pre: ENG 100 with a grade of C or better and CM 120 with a grade of C or better.,3
"This course provides students with a strong understanding of key concepts, skills, and tools for innovative digital storytelling and personal expression across emerging media platforms. Areas of study include: ideation and narrative development for new forms of storytelling; production and post-production techniques for video such as digital video, 360 video, podcasts, and other media; intermediate use of cameras, audio, lighting, and editing/post-production software; strategies for distributing and promoting your work on social media, streaming platforms, and beyond. There is an emphasis on discovering your unique voice and perspective as a digital storyteller and creator in the social media age.",323,CM,Experimental Production: Personal Essay,CM,141981,"Pre: CM 120 and CM 152, both with a grade of ""C"" or better; or instructor approval.",3
"This course is a study in advanced Audio Post Production. Topics include, but are not limited to Foley, Re-Recording Mixing, and Surround Sound.",330,CM,Audio Post Production II,CM,141981,Pre: CM 153 with a grade of C or better; or instructor approval.,3
"The game industry is rapidly changing to adapt to both new technology and an ever-evolving consumer base. In this course students will analyze and discuss current gaming platforms and trends, along with political and sociological issues that affect the industry. Students will also form theories about how the industry will continue to grow and change over the coming years.",340,CM,The Modern Game Industry,CM,141981,Pre: CM 142 with a grade of C or better; or instructor approval.,3
"Video games contain some of the deepest and most creative stories to be found in modern media. Students will analyze a variety of game stories, both classic and modern, to learn how to craft a detailed world with believable characters and an involving storyline. They will also study how player interaction and choice makes writing for video games far different than any other medium.",341,CM,Writing and Storytelling for Video Games,CM,141981,Pre: CM 140 and CM 142 and ENG 100 all with a grade of C or better; or instructor approval.,3
"Students will gain an in-depth knowledge of critical game design elements including controls, camera angles, and character attributes. They will then put these skills to use by designing and creating a small but fully playable original game or mod, either on their own or as part of a small team.",342,CM,Game Design and Development I,CM,141981,Pre: CM 140; CM 142 with a grade of C or better; or instructor approval.,3
"Level design is responsible for the moment to moment flow of a game, including mapping out environments; positioning items, enemies, and obstacles; and fine tuning these creations to ensure optimal pacing and difficulty. Level design must also adapt to a variety of different genres and play styles. Students will analyze existing levels to identify strengths and weaknesses, and will design original levels of their own.",343,CM,Game Level Design,CM,141981,Pre: CM 140; CM 142 with a grade of C or better; or instructor approval.,3
"This course provides a hands-on introduction to the concepts and techniques of video game programming, including game design, algorithms, data structures, and user interfaces. Students will use a programming language, such as C++, to build and debug simple 2D games, and will learn to analyze the performance and design of their code.  CR/NC grade option available.",344,CM,Game Logic,CM,141981,Pre: ICS 111.,3
This course focuses on the role of strategy in modern applied creativity.  Students will develop strategies that support conversations between businesses and people based on observations of culture and the marketplace. This course will have specific emphasis on how creative strategy articulates product and consumer understanding to better reach advertising and communication objectives.,350,CM,Creative Strategy,CM,141981,"Pre: ART 112 and ART 113D, both with a grade of C or better; or instructor approval.",3
"This course will provide students with the skill set to take their concepts beyond print, outdoor, and TV executions.  Students will work together to create new ways to entertain and inform. Particular emphasis will be paid to the intersection of creative media to create powerful new conversations with consumers.",351,CM,Innovative Advertising,CM,141981,"Pre: ART 112 and CM 120, both with a grade of C or better; or instructor approval.",3
"This course examines the emerging video-centric Internet and Mobile Media. Topics include personalized computational projects, multiplatform storytelling, multiscreen storytelling, and storytelling delivered through other innovative means, which leverage emerging technologies. The course covers research and analysis, and includes conceptualization, and pitching of Transmedia projects.",352,CM,Transmedia and Emerging Media,CM,141981,"Pre: ART 112 and CM 120, both with a grade of C or better; and ENG 100 or higher; or instructor approval.",3
"In this course, students are introduced to all stages of making a narrative short film. The course provides hands-on experience in a variety of areas such as ideation, writing, planning, producing, cinematography, directing, editing, and publishing. The course emphasizes effective narrative storytelling, and as such, uses these skills in the context of their service to story.",353,CM,Making a Short Film,CM,141981,"Pre: CM 120 and CM 152, both with a grade of C or better; or instructor approval.",3
"This course explores principles of storytelling, audience building practices, user experience design, discovery, and social media distribution in the context of conducting day-to-day operation and production of a web series. This hands-on course emphasizes teamwork and cross-disciplinary collaboration. The course adopts the culture of a new media production studio where the goals for the web series are clearly defined, and the show’s performance data guides its future direction.",358,CM,Web Series Production,CM,141981,Pre: CM 120 with a grade of C or better; or instructor approval.,3
"This course explores best practices in creating and distribution of a branded entertainment online video campaign. Topics include video conceptualization, writing, storyboarding, pitching, pre-production, scheduling, and budgeting, as well as branding, social media strategy, and a distribution strategy.",359,CM,Branded Media Entertainment,CM,141981,Pre: CM 120 with a grade of C or better; or instructor approval.,3
"Digital anthropology is a specialized disciplinary area and area of ethnographic research concerned with the impacts of technology on society and on humans in terms of culture and behavior, shaping how we perceive the world around us. Digital anthropology entails the study of a broad range of technology and associated communities. Topics include virtual reality, social media, gaming, various smart mobile devices, artificial intelligence, along with other technologies. (Cross-list ANTH 377)",377,CM,Digital Anthropology,CM,141981,Pre: ENG 100.,3
"Visual anthropology is an area of expertise within the discipline concerned with the portrayal and understanding of people through visual modes that include artifacts, ethnographic film, photography, performance art, and computer based multi-media. The course provides hands on experience in learning about these specific modes, overviews the history and theory of visual anthropology, and explores ethical considerations regarding the portrayal of “others.” The course additionally explores how media in society, ranging from social media to television, is a powerful medium for conveying the narratives that groups create to advance their views of reality. (Cross-list ANTH 378)",378,CM,Visual Depictions of the Human Experience and Media Power,CM,141981,Pre: ENG 100.,3
Creative Media students will apply existing knowledge and gain new skills as they engage with Industry through an internship.,390,CM,Creative Media Internship,CM,141981,Pre: Restricted to CM majors. Junior standing and instructor consent.,3
"This course acts as a capstone to the game design track. Students will form teams and use everything they’ve learned to plan, design, and develop a small but polished game or demo as a portfolio piece and for possible public release. The focus will be on teamwork, time management, and putting previously learned art, programming and design skills to good use.",391,CM,Game Design Project,CM,141981,"Pre: CM 342 and CM 442, both with a grade of C or better; or instructor approval.",3
"For content creators and artists, producing, sharing and profiting from their work product occupies the forefront of their training and education at the University. Recognizing possible legal issues and having a basic knowledge of the legal landscape of their industry will provide a foundation for future success. While this course will be an overview, and not a substitute for professional legal advice, it will give artists and content creators the fundamental tools to protect their works from infringement. The course will also give basic information on fair use, licensing and other areas regarding usage of existing and commissioned content.",401,CM,Creative Professionals,CM,141981,"Pre: Restricted to CM majors. Junior standing; ART 112 and CM 120, both with grade of C or better; or instructor approval.",3
"This course covers the basic concepts, principles and technology of moving image archives and teaches research methods and tools of discovery and access for filmmakers wishing to incorporate archival footage in documentary, narrative, and experimental productions. The course also introduces basic archival processes that can be incorporated into existing production workflows to ensure videos made today are available, findable and playable in the future.",402,CM,Archival Research for Media Makers,CM,141981,Pre: CM 120 and ENG 200 both with a grade of C or better; or instructor approval.,3
"An advanced course that provides students with on-the-job experience in a classroom environment. Emphasis is on production such as but not limited to videos, printed materials, electronic files, web design and other forms of publication from conception to finished collateral. Extensive use of computer and other media skills.",403,CM,Special Projects,CM,141981,Pre: Junior standing; instructor approval.,3
Museum exhibits educate and entertain. Exhibit settings range from buildings to public spaces and have the power to inspire and move people to gain understanding or deep interest in the topic at hand. Exhibits ultimately tell stories. Anthropological methods and various forms of media are used for depicting these stories. Students in this course will gain hands on experience in applying some of these methods and putting together an exhibit with a borrowed collection. (Cross-list ANTH 404),404,CM,Museum Exhibits and Visual Methods,CM,141981,Pre: Any CM or ANTH class.,3
"This course explores various approaches to storytelling in the world of non-fiction. Through screenings, demonstrations, discussion, hands-on projects and guest talks, the course explores a) types of web-based documentary projects; b) the art of “the pitch”; c) web documentary research and development, and d) online non-fiction media distribution strategies. The course welcomes experimentation and in addition to documentary films, encourages creation of websites, games, apps, etc. that are documentary in nature. (Previously CM 400D)",405,CM,Documentary Arts,CM,141981,"Pre: CM 120 and CM 152 and ENG 100, all with a grade of “C” or better; or instructor approval.",3
"This course provides students with an advanced workshop in screenwriting. This course provides students with the opportunity to build upon and enhance the basic principles of composing narratives for visual media. Analyzing and evaluating representative texts, students will become familiar with strategies for writing one’s own screenplay. With recourse to the basic polarity between convention and innovation, students will engage in writing elements such as the three-act structure, dramatic action, and character development. Drafting, revision, and attention to the business of screenwriting will also figure prominently in course, readings, lectures, and discussions. Meetings will revolve around an inviting and collaborative workshop environment that allows us to discuss ideas, problems, anxieties, and possibilities that often attend the screenwriting process. By semester’s end each student will complete an original screen drama. (Previously CM 400A)",406,CM,Advanced Screenwriting,CM,141981,"Pre: CM 155 and ENG 200, both with a grade of “C” or better; or instructor approval.",3
"This course explores the various aspects of stop motion animation as it relates to 2D and 3D animation. Emphasis will be on the processes involved in the pre-planning, timing, and movement. Students will learn how to create a storyboard in order to produce visual effects sequences. Additionally, they will learn how to edit an animated sequence and add sound effects and music to the project. (Previously CM 400B)",407,CM,Stop-Motion Animation,CM,141981,Pre: CM 120 and ART 112 with a grade of C or better; or instructor approval.,3
"Visual Design for Mobile Apps provides students with advanced coursework in visual design by thinking about user-centered design of existing and new mobile applications. Additionally, students will participate in the design of a new mobile application while learning programming basics as it relates to user interactions, visual design, wireframing and prototyping. (Previously CM 400C)",415,CM,Visual Design for Mobile Applications,CM,141981,Pre: CM 262 with a grade of C or better; or instructor approval.,3
"Mastering Social Media provides students with the skills needed to be healthy and informed consumers and users of social media. Throughout this course, students will explore a variety of popular and less known social media platforms, learning how to most effectively use them in a variety of contexts. Through highly interactive exercises, they will analyze the pros and cons of different forms of social media relevant to today’s modern, technology-centered society.",430,CM,Mastering Social Media,Creative Media,141981,Pre: CM 320 or CM 320D with a C or better,3
"This course provides an introduction to video game design and development. Students form interdisciplinary teams to design, build and demonstrate video games or related interactive entertainment environments and applications. Topics covered will focus on emerging computer science techniques that are relevant to the development of these types of environments. (Previously CM 385)",442,CM,Game Design and Development II,Creative Media,141981,Pre: CM 342 with a grade of C or better; or instructor approval,3
"This course is an overview of the creative process. Designed as a major means of outcome assessment, the course requires the student to demonstrate summative competence in multiple ways.  Students will be guided through the steps to create a proposal including an annotated bibliography, project proposal, and a presentation.",489,CM,The Creative Process,Creative Media,141981,Pre: Restricted to CM majors. Senior standing.,3
This course provides practical work experience in Creative Media to where students will apply their classroom lab knowledge and develop job competencies.  Students will be placed in an internship of at least 120 hours and will allow students to experience production in a real-world situation.,490,CM,Senior Practicum,Creative Media,141981,"Pre: Restricted to CM majors. Senior standing; CM 489 with a grade of C or better, and instructor approval.",3
"Working with a Creative Media faculty advisor, students will complete an original work of scholarship in the field of creative media. Students will share the results of this project via a substantial thesis oriented paper and brief oral presentation.",491,CM,Senior Project,Creative Media,141981,Pre: Consent of instructor and one class of upper division writing intensive (WI) course work.,3
Topics will vary with student interest and relevancy to the program.  May be repeated for credit.,98,CM,Selected Topics in Creative Media,Creative Media,141981,,1-6
To be arranged with the instructor.,99,CM,Directed Reading and Research,Creative Media,141981,Pre: Instructor approval.,3
"The goal of the Senior Project course is to allow students to research problems or issues within their chosen Applied Science field. Upon completion of the project, students must complete a formal report with a minimum of 12 written pages and an oral presentation of the project in order to earn three (3) credits as part of the Bachelor of Science degree in Cybersecurity with a concentration in Cyber Operations. With assistance from a Faculty Advisor, students will complete a project based on original research related to a particular problem or issue in their chosen field of study. Students will share the results of this learning process with peers and will assist each other in refining communications skills, developing research and information retrieval techniques, and other research-related competencies.  C: Cyber Operations.",486,CYBR,Senior Project,Cybersecurity,141981,"Pre: Consent of instructor;  ITS 410; one class of upper-division writing intensive (WI) coursework; and completion of concentration requirements, or concurrent enrollment.",3
"The Senior Practicum provides students the opportunity to complete a practicum or internship with an appropriate community agency or institution with the assistance of an applied science Faculty Advisor. As an intern, each student is delegated the responsibility of developing the solution to a well-defined problem or is asked to complete a field-relevant task. Students will report on the experience and refine communication skills by sharing the results of the learning process with peers. This course will provide students with experience in their designated field of study with the completion of a minimum of 120 field hours and 40 academic hours (classroom attendance, individual conferences, report writing, and class presentations) to earn three (3) credits toward their degree.  C: Cyber Operations.",490,CYBR,Senior Practicum,Cybersecurity,141981,"Pre: Consent of instructor; one class of upper-division writing intensive (WI) course work; and completion of concentration requirements, or concurrent enrollment.",3
This hands-on course provides students with experience visualising and analyzing large datasets using various business intelligence tools and techniques.,340,DATA,Business Intelligence,Data Science,141981,Pre: ICS 101 or BUS 101 or equivalent; and ENG 200 or ENG 209 or equivalent,3
"This course covers main data types, data structures, and control structures in Python. Students will learn to develop, document, and implement algorithms working through modular programming as well as the object-oriented paradigm.  Python applications will be explored as they relate to both business applications and information security.",342,DATA,Practical Programming,DATA,141981,Pre: Pre: ICS 111 or ITS 148; and BUSA 320 or PUBA 341 or SSCI 210 or MATH 361; and ICS 211; or permission of instructor.,3
"This course provides an overview of the research cycle specific to addressing business questions. Students will learn foundational principles, methods, and tools in data analytics to analyze and visualize business data. Specialized analytics will be introduced, including accounting and operations analytics.",348,DATA,Business Analytics,DATA,141981,Pre: Pre: BUSA 320 or PUBA 341 or SSCI 210 or MATH 361; or instructor approval.,3
"Beginning with relational databases and structured query language (SQL), this course provides students with hands-on examples and assignments with the data analytics workflow on the cloud.",349,DATA,Data Analytics on the Cloud,DATA,141981,,3
This course introduces students to machine learning by studying examples that illustrate key techniques. Examples may be drawn from areas such as working with unstructured data; implementing and interpreting unsupervised or supervised learning analyses; binary classification analyses; or supervised classification analyses.,436,DATA,Machine Learning in Practice,DATA,141981,Pre: Pre: ICS 111 or ITS 148 or equivalent; and BUSA 320 or PUBA 341 or SSCI 210 or equivalent; or consent of instructor.,3
"This hands-on course introduces students to the data analytics workflow. Beginning with methods for extract, transform, load (ETL), the course continues with analytical methods based on linear regression. The course discusses assumptions for regression, and examines violations of those assumptions, such as heteroskedasticity, and introduces students to methods for time series analysis. The course also stresses completing the data analytics workflow by presenting findings.",448,DATA,Methods for Data Analytics,DATA,141981,Pre: Pre: BUSA 320 or instructor approval.,3
"This course provides a foundational overview of early childhood education, covering key concepts, theories, and practices.",105,ECED,Introduction to Early Childhood Education,ECED,141981,,3
"This course explores developmentally appropriate practices in early childhood education, focusing on creating supportive and stimulating learning environments.",110,ECED,Developmentally Appropriate Practice,ECED,141981,,3
This course examines the theoretical foundations of child development and explores how these theories translate into practical applications in early childhood settings.,131,ECED,Early Childhood Development: Theory into Practice,ECED,141981,,3
"This course focuses on effective strategies for guiding and managing young children in group settings, emphasizing positive guidance techniques and classroom management.",140,ECED,Guiding Young Children in Group Settings,ECED,141981,,3
"This course provides hands-on experience in an early childhood setting, allowing students to apply their knowledge and skills under the supervision of experienced professionals.",151,ECED,Practicum in Early Childhood Education,ECED,141981,,3
"This course provides hands-on experience in an early childhood setting, allowing students to apply their knowledge and skills under the supervision of experienced professionals.",191v,ECED,Practicum in Early Childhood Education,ECED,141981,,3
"This course provides hands-on experience in an early childhood setting, allowing students to apply their knowledge and skills under the supervision of experienced professionals.",190,ECED,Practicum in Early Childhood Education,ECED,141981,,3
"This course covers health, safety, and nutritional needs of young children in early childhood settings.",115,ECED,"Health, Safety, and Nutrition for the Young Child",ECED,141981,,3
"This course covers health, safety, and nutritional needs of young children in early childhood settings.",215,ECED,"Health, Safety, and Nutrition for the Young Child",ECED,141981,,3
"This course explores the interconnectedness of children, families, and communities, examining the influence of family and community factors on child development.",245,ECED,"Child, Family and Community",ECED,141981,,3
This course focuses on curriculum development in language and creative expression for young children.,263,ECED,Language and Creative Expression Curriculum,ECED,141981,,3
This course explores curriculum development in inquiry-based learning and physical development for young children.,264,ECED,Inquiry and Physical Curriculum,ECED,141981,,3
"This course provides hands-on experience in an early childhood setting, allowing students to apply their knowledge and skills under the supervision of experienced professionals.",296C,ECED,Field Experience in Early Childhood Education,ECED,141981,,3
"This course provides hands-on experience in an early childhood setting, allowing students to apply their knowledge and skills under the supervision of experienced professionals.",291v,ECED,Field Experience in Early Childhood Education,ECED,141981,,3
"This course includes the study, discussion and critique of topics related to contemporary issues and trends that influence early childhood programs and policies. Students will demonstrate how child development knowledge, leadership skills, professional and ethical standards, and advocacy for young children and their families are fundamental to the changing field of ECE. Students will select a national or international ECE topic of interest to write an in-depth analysis.",320,ECED,"Issues, Trends and Leadership in Early Childhood Education",ECED,141981,Pre: Pre: Required ECED core courses at the lower division.,3
"This course explores social and cultural influences that impact relationships and communication in early childhood settings. Students will analyze skills and strategies for maintaining positive relationships with children, staff, and families and for dealing with challenging behaviors. Students will demonstrate how multicultural Education, culturally relevant teaching and the social/political context of learning inform relationships in ECE settings. Students will reflect on their relationships with",340,ECED,Communication and Relationships in Early Childhood Education,ECED,141981,Pre: Pre: Required ECED core courses at the lower division.,3
"This course compares and contrasts a variety of national and international curricular models in early childhood education. Programs select the curricular model(s) that reflects theoretical orientations and the culture of their learning communities. Connecting theory and practice, students will reflect on their own cultural biases and professional preferences. Students will examine and critique programs such as: The Project Approach, High Scope, Reggio Emilia, Behavior Analysis, Bank Street, Montessori, Waldorf Education, Head Start, and Culturally Relevant, Multicultural/Anti-Bias models.",401,ECED,Curricular Models in Early Childhood Education,ECED,141981,Pre: Required ECED core courses at the lower division.,3
"This course examines the theoretical foundations of emergent literacy and learning activities designed to enhance literacy development of young children in different socio-cultural communities of learning. Students will analyze the interrelatedness of emergent reading and writing, and the development of speaking and listening skills. Students will demonstrate how emergent literacy evolves for all children and how culturally sensitive home-school relationships can enhance literacy awareness.",402,ECED,"Emergent Literacy in the Home, School and Community",ECED,141981,Pre: Required ECED core courses at the lower division.,3
"This course addresses principles of leadership and effective program management and the diverse roles and responsibilities of staff in early childhood settings. Students will analyze topics such as: the selection and training of personnel, budget and financial planning, state licensing regulations, program accreditation, and professional ethics. Students will prepare teacher and parent handbooks or an administrative center overview, which includes program assessment, staff performance evaluation, and building family and community relationships.",420,ECED,Administration and Supervision of Early Childhood Programs,ECED,141981,Pre: Required ECED core courses at the lower division.,3
