course_desc,course_number,course_prefix,course_title,dept_name,inst_ipeds,metadata,num_units
"Observations and physical nature of planets and moons, asteroids, comets, and other small bodies; formation of the Solar System; discovery of other planetary systems; solar activity.",430,ASTR,The Solar System,Astronomy,141574,"Prerequisites: ASTR 300 ; and PHYS 152 or PHYS 274 ; and MATH 216 , MATH 242 , or MATH 252A .; Frequency of Course (when offered): Alt years; General Education Designation(s): DP",3
"Dynamics and structure of the main types of severe weather (tropical cyclones, supercell storms, tornadoes, flash floods, hailstorms, fog, etc.); future changes due to climate change; risk assessment; severe weather in Hawaiʻi. ATMO, GES, GG, GEO, GES, NREM, or OCN students only.",304,ATMO,Global and Local Perspectives on Severe Weather,Atmospheric Sciences,141574,Grade Option: A-F only.; Frequency of Course (when offered): Alt years: Spring; Cross-Listed: GES 304 and SUST 304; General Education Designation(s): DP,3
"Introduction to regional and global climate modeling for environmental scientists and engineers. Learn principles of climate modeling, how to access and use climate data for sustainable engineering and environmental management solutions, and effectively communicate results.",449,ATMO,"Climate Modeling, Data Analysis, and Applications",Atmospheric Sciences,141574,"Grade Option: A-F only. Senior standing or higher, or consent.; Cross-Listed: CEE 449 and SUST 449",3
"Physical basis of climate, numerical climate models, paleoclimatic indicators, modern instrumental climate records, assessment of human impact on climate, predictions of future climate.",704,ATMO,Climate and Climate Variability,Atmospheric Sciences,141574,"Prerequisites: ATMO 600 or OCN 620 , or consent.; Repeatable: 1 time; Frequency of Course (when offered): Alt years",3
Highlights the interface between the observed weather and climate of the Pacific and the past and future culture of the people of the Hawaiian and Pacific islands.,102,ATMO,Pacific Climates and Cultures,Atmospheric Sciences,141574,Grade Option: A-F only.; Frequency of Course (when offered): Alt years,3
"Excitation, ionization, and radiative transfer in stellar atmospheres; model atmospheres, formation of line and continuum radiation.",631,ASTR,Radiative Transfer Stellar Atmospheres,Astronomy,141574,Prerequisites: consent.; Frequency of Course (when offered): Alt years,3
"Basics of Earth System Model development, parameterizations, intermodel variability and design of paleoclimate simulations. Types of proxies, tools and techniques for paleoclimate record development and reconstructions. Hypothesis testing and methods for proxy-model comparison studies.",640,ATMO,Paleoclimate Model-Proxy Synthesis,Atmospheric Sciences,141574,"Frequency of Course (when offered): Alt. years: spring; Major Restrictions: ATMO, GEO, EPET, NREM, OCN, and ORE majors only.",3
"Application of mass/energy balances and reaction kinetics for the design and analysis of bioreactors for microbial, plant, and animal cell cultures.",460,BE,Bioreactor Design and Analysis,Biomedical Engineering,141574,Prerequisites: BE 373 or CEE 320 or ME 322 ; or consent.; Cross-Listed: MBBE 460; General Education Designation(s): DP,3
"Introductory physical science course for all undergraduates in any major. A non-mathematical introduction to basic atmospheric variables, Earth’s past climates, global warming, air pollution, El Nino, hurricanes, tornadoes, and forecasting weather in Hawaiʻi.",101,ATMO,Introduction to Weather and Climate,Atmospheric Sciences,141574,General Education Designation(s): DP,3
Survey of observational data and physical concepts on planets and smaller bodies; formation of planetary systems; solar activity.,630,ASTR,The Solar System,Astronomy,141574,Prerequisites: consent.; Frequency of Course (when offered): Alt years,3
"Principles and applications of thermodynamics, electricity, fluid mechanics, heat transfer, psychrometry, and material and energy balances of food processing and preservation.",411,BE,Food Engineering,Biomedical Engineering,141574,"Prerequisites: ( BIOL 171 , CHEM 162 or CHEM 171 or CHEM 181A , MATH 243 or MATH 253A , PHYS 151 or PHYS 170 ) with a minimum grade of C; or consent.; Frequency of Course (when offered): Once a year; Cross-Listed: FSHN 411 and MBBE 411; General Education Designation(s): DP",3
Independent research or selected reading of current literature in the area of biochemistry and biophysics.,499,BIOC,Directed Research and Reading,Biochemistry,141574,Prerequisites: consent.; Repeatable: Unlimited times,V
"Phenomenology of active galactic nuclei, black holes, accretion flows and jets, emission mechanisms, host galaxies, and cosmic evolution.",641,ASTR,Active Galaxies,Astronomy,141574,Prerequisites: ASTR 635 or consent.; Frequency of Course (when offered): Alt. years: spring,3
,800,ATMO,Dissertation Research,Atmospheric Sciences,141574,Repeatable: Unlimited times,V
"Molecular clouds, collapse processes, physics of circumstellar disks and accretion, properties of young stars, outflows and jets, formation of binaries, extrasolar planets and planet formation, meteorites and the early solar system.",777,ASTR,Star Formation,Astronomy,141574,Frequency of Course (when offered): Alt. years: spring; Class Standing Restrictions: graduate standing or consent.,2
"(1 3-hr Lab) Exercises with meteorological data and measurement systems. Characteristics of Hawaiian winds, temperatures, and rainfall.",101L,ATMO,Introduction to Weather and Climate Lab,Atmospheric Sciences,141574,General Education Designation(s): DY,1
,699,ATMO,Directed Research,Atmospheric Sciences,141574,Prerequisites: consent.; Repeatable: Unlimited times,V
Seminar discussions of the most recent research papers covering all areas of astronomy. Students lead discussion sessions and discuss papers of their choice during the semester.,790,ASTR,Astro-ph Seminar,Astronomy,141574,Grade Option: CR/NC only.; Frequency of Course (when offered): Fall only; Major Restrictions: ASTR majors only.,1
Participation in departmental seminars and presentation of a seminar on research results. Includes written critiques of departmental seminars.,765,ATMO,Seminar in Meteorology,Atmospheric Sciences,141574,Prerequisites: consent.; Repeatable: 3 times.,1
"Scalar and vector development of basic laws of hydrodynamics, equations of motion, kinematics, divergence and vorticity, viscosity and turbulence, introduction to numerical weather prediction, general circulation.",303,ATMO,Introduction to Atmospheric Dynamics,Atmospheric Sciences,141574,Prerequisites: ATMO 302 and MATH 244 .; General Education Designation(s): DP,3
Selected advanced topics in astronomy and astrophysics. Available for 1 to 3 credit hours by arrangement.,736,ASTR,Astronomy Seminar III,Astronomy,141574,HELP: ; Prerequisites: consent.; Repeatable: Unlimited times,V
Overview of current progress in tropical climate dynamics with a particular focus on large-scale atmosphere-ocean interactions; introduction of basic numerical techniques for students to construct and run immediate tropical atmosphere and ocean models.,706,ATMO,Tropical Climate Dynamics and Modeling,Atmospheric Sciences,141574,Prerequisites: ATMO 600,3
"(2 Lec, 1 3-hr Lab) Each week targets a different meteorological instrument and culminates in a lab exercise and report. The focus is on accurate measurement and scientific-style writing.",305,ATMO,Meteorological Instruments and Observations,Atmospheric Sciences,141574,Prerequisites: ATMO 302 and PHYS 272 / PHYS 272L .; Grade Option: A-F only.; General Education Designation(s): DP,3
"Geometry and evolution of the universe. Dark matter. Early universe. Formation of large-scale structure, galaxies, and clusters. Cosmological models.",627,ASTR,Cosmology,Astronomy,141574,Prerequisites: consent.; Frequency of Course (when offered): Alt years,3
"Distillation of modern computer science fundamentals and paradigms, with applications to astronomy. Common algorithms and essential programming techniques. Assignments include extensive Python programming practice. Open to graduate students in any physical science.",758,ASTR,Programming and Algorithms for Astronomers,Astronomy,141574,Frequency of Course (when offered): Alt years; Class Standing Restrictions: Graduate students only.,2
"Methods for numerous multivariate analyses will include singular spectrum, extended empirical orthogonal function, singular-value decomposition, canonical correlation, discriminant and cluster analysis. Other advanced topics include wavelet analysis, statistical downscaling and Bayesian analysis.",632,ATMO,Advanced Statistical Methods in the Geosciences,Atmospheric Sciences,141574,Prerequisites: ATMO 631 or consent.; Grade Option: A-F only and audit.; Frequency of Course (when offered): Every 3rd year,3
Selected advanced topics in astronomy and astrophysics. Available for 1 to 3 credit hours by arrangement.,734,ASTR,Astronomy Seminar I,Astronomy,141574,Prerequisites: consent.; Repeatable: Unlimited times,V
,700,ATMO,Thesis Research,Atmospheric Sciences,141574,Repeatable: Unlimited times,V
Industry field trips and lab experiences to illustrate behavior of representative dynamic systems in biological engineering. Data acquisition and model validation.,350L,BE,Dynamic Systems Modeling Laboratory,Biomedical Engineering,141574,Corequisites: BE 350; Grade Option: A-F only.; General Education Designation(s): DY,1
,699,ASTR,Directed Research,Astronomy,141574,Prerequisites: consent.; Repeatable: Unlimited times,V
"Biochemical principles and concepts as applied to living systems, including sufficient organic chemistry to understand these principles.",341,BIOC,Elements of Biochemistry,Biochemistry,141574,Prerequisites: BIOC 141 or consent.; General Education Designation(s): DP,3
"Energy and thermodynamics, statics and stability, physical processes of cloud formation, radiation and Earth-atmosphere heat balance, kinetic theory, optical effects.",302,ATMO,Atmospheric Physics,Atmospheric Sciences,141574,"Prerequisites: ATMO 200 , MATH 242 , and PHYS 272 ; or consent.; General Education Designation(s): DP",3
"Principles of biochemistry, applicable to medicine and real-life situations, involving metabolism of carbohydrates, lipids, proteins, nucleic acids, and vitamins. Taught by biomedical researchers. Evaluated based on exams, quizzes, homework, and group presentation.",441,BIOC,Basic Biochemistry,Biochemistry,141574,General Education Designation(s): DB,4
Environmental impact and control; the micro-organism and its nutrition and growth conditions; microbial growth and substrate removal kinetics; bioreactors; biological treatment systems; biodegredation of xenobiotic organic chemicals; case studies.,431,BE,Environmental Biotechnology,Biomedical Engineering,141574,Prerequisites: BE 373 or consent.; Grade Option: A-F only.; Frequency of Course (when offered): Spring only; General Education Designation(s): DP,3
"Theory, observations, large-scale analyses, and global model simulations that describe characteristic largescale circulation of the Earth’s atmosphere. Includes zonally averaged climatology, asymmetric features of the general circulation, and El Nino-Southern Oscillation phenomenon.",708,ATMO,General Circulation of the Atmosphere,Atmospheric Sciences,141574,Prerequisites: ATMO 600 or consent.; Repeatable: 1 time; Frequency of Course (when offered): Alt years,3
"Overview of dynamic meteorology, numerical weather prediction, geophysical fluid instabilities, approximate dynamical systems, atmospheric general circulation, stratospheric dynamics.",601,ATMO,Atmospheric Dynamics II,Atmospheric Sciences,141574,Prerequisites: ATMO 600 or consent.; Frequency of Course (when offered): Alt years,3
"Differential geometry, special relativity, Einstein equations, gravitational phenomena, equivalence principles, black holes, gravitational waves, cosmology, relativistic stars, experimental tests, computational techniques.",760,ASTR,Modern General Relativity,Astronomy,141574,Frequency of Course (when offered): Alt. years: fall; Major Restrictions: Graduate students only in PHYS or ASTR.; Cross-Listed: PHYS 760,3
"(2 Lec, 1 3-hr. Lab) Principles and practices of satellite remote sensing as used in the atmospheric sciences, specifically clouds, aerosols, precipitation, ocean and land cover datasets from various satellites. Develop skills including data manipulation, analysis, and visualization using Matlab.",611,ATMO,Satellite Data Applications,Atmospheric Sciences,141574,Grade Option: A-F only.; Frequency of Course (when offered): Alt years,3
"Discussion and experimental investigation of physical and chemical principles underlying representative biological processes and systems. Bioproduction, energy conversion processes, physiological systems, biological treatment, biosensors, biomechanics, and related natural and engineered systems.",150,BE,Introduction to Biological Engineering,Biomedical Engineering,141574,Prerequisites: MATH 140X or consent.; Grade Option: A-F only.; Frequency of Course (when offered): Once a year; General Education Designation(s): DY,2
Students and researchers will review and discuss the most important and exciting cosmological results in depth.,791,ASTR,Cosmology Seminar,Astronomy,141574,Major Restrictions: ASTR and PHYS majors only.,1
Scale analysis. Observational and theoretical aspects of mesoscale circulation systems.,607,ATMO,Mesoscale Meteorology,Atmospheric Sciences,141574,Prerequisites: ATMO 600 or consent.; Frequency of Course (when offered): Alt years,3
"Explores how artificial intelligence can be integrated with bioprocess techniques. Using real-world data and hands-on coding, delves into how machine learning can be used to generate practical insights.",447,BE,Artificial Intelligence for Bioprocesses,Biomedical Engineering,141574,Prerequisites: ( MATH 215 or MATH 241 or MATH 251A and ECE 110 or ECE 160 or ICS 111 ) with a minimum grade of C; or consent.; Frequency of Course (when offered): Spring only.; Cross-Listed: MBBE 447,3
"Discussion and investigation of special topics, problems and applications of biological engineering.",191,BE,Introduction to Applications in Biological Engineering,Biomedical Engineering,141574,Prerequisites: consent.,V
Fourth-year elective in which medical students take an in-depth study of selected topics in biochemistry.,545,BIOC,Topics in Biochemistry,Biochemistry,141574,Major Restrictions: fourth-year medical student or consent.,V
"Telescopes, positional astronomy, photon detection, error analysis, photometry, spectroscopy.",633,ASTR,Astrophysical Techniques,Astronomy,141574,Prerequisites: consent.; Frequency of Course (when offered): Fall only,3
Climate and general circulation of the tropics; El Niño and Southern Oscillation; intraseasonal oscillation; trade winds; tropical weather systems; energy balance; typhoons.,610,ATMO,Tropical Climate and Weather,Atmospheric Sciences,141574,Prerequisites: ATMO 303 or consent.,3
"Seminar for graduate students and researchers discussing the latest results on solar, stellar, and exoplanet research.",792,ASTR,Stars and Planets Lunch and Talks (SPLAT) Seminar,Astronomy,141574,Repeatable: one time.; Grade Option: CR/NC only.; Major Restrictions: ASTR majors only.; Class Standing Restrictions: Graduate students only.,1
"Capstone for senior Meteorology majors. Undergraduate thesis project includes literature review, experiment or research design, data collection and analysis, technical writing of a final thesis paper and oral presentation of the paper. Junior and senior standing only.",499,ATMO,Undergraduate Thesis,Atmospheric Sciences,141574,"Prerequisites: ATMO 302 , ATMO 303 (or concurrent).; Grade Option: A-F only.",3
"Governing equations for moist atmospheric motions, approximations, basic theoretical models, boundary layer dynamics, atmospheric waves, quasi-geostrophic theory for mid-latitudes.",600,ATMO,Atmospheric Dynamics I,Atmospheric Sciences,141574,"Prerequisites: ATMO 402 , and either MATH 402 or MATH 405 ; or consent.",3
"Introduction to general relativity & cosmology. Spacetime metrics, geodesics, Einstein field equations, black holes. Geometry of the universe, redshift, cosmological distances. Cosmological models, dark matters, dark energy. Big Bang nucleosynthesis, recombination, cosmic microwave background, inflation.",470,ASTR,General Relativity & Cosmology,Astronomy,141574,Prerequisites: PHYS 274 ; MATH 244 (or concurrent) or MATH 253A (or concurrent). Recommended: ASTR 242 .; Frequency of Course (when offered): Alt. years: fall; Cross-Listed: PHYS 470; General Education Designation(s): DP,3
"Overview of biofuel/bioenergy production; fundamental concepts in biofuel/bioenergy production; renewable feedstocks; thermochemical and biochemical conversions of biomass to biofuel/ bioenergy; biodiesel production; environmental impacts, economics and life-cycle analysis; value-added processing of biofuel residues; selected case studies.",410,BE,Biomass Conversion to Biofuels and Bioenergy,Biomedical Engineering,141574,Prerequisites: BE 373 (with a minimum grade of C-) or consent.; Grade Option: A-F only.; Frequency of Course (when offered): Once a year,3
"(2 Lec, 1 3-hr Lab) Fundamental methods and techniques in numerical weather prediction: time differencing, spatial finite differencing, spectral methods, numerical stability, explicit and implicit methods. Modern operational and research forecast models. Hands-on laboratory includes simple to complex dynamic models, with a term project.",702,ATMO,Numerical Weather Prediction,Atmospheric Sciences,141574,Prerequisites: ATMO 600 or OCN 620 ; MATH 407 or MATH 408 ; or consent.; Repeatable: 1 time; Frequency of Course (when offered): Alt years,3
,700,ASTR,Thesis Research,Astronomy,141574,Repeatable: Unlimited times,V
"Provides highly interactive, small group discussions on concepts of biochemistry important to the various organ systems; such as cardiac, respiratory, hematology, gastrointestinal, endocrine, musculoskeletal and neurological systems, and relevant to clinical medicine.",595,BIOC,Highlights of Organ-System Biochemistry,Biochemistry,141574,Prerequisites: MDED 554 .; Grade Option: CR/NC only.; Frequency of Course (when offered): Fall only; Major Restrictions: MD majors only.,1
"Introduction to gravity and general relativity. Tensor basics, classical scalar, vector and tensor field theories. Exact symmetric Einstein equation, gravito-magnetic weak field, and radiation solutions.",640,ASTR,General Relativity,Astronomy,141574,Prerequisites: consent.; Frequency of Course (when offered): Alt years,3
"Introduction of the principles of mass and energy conservation; development of systematic approaches to apply these principles in calculations for design and analysis of biochemical, chemical, and physical processes.",260,BE,Mass and Energy Balances,Biomedical Engineering,141574,"Prerequisites: ( BIOL 171 , CHEM 162 or CHEM 171 or CHEM 181A , PHYS 170 , and MATH 242 or MATH 252A ) with a minimum grade of C-; or consent.; General Education Designation(s): DP",3
"Atmospheric variables, gas laws, radiation processes, thermodynamics, conservation laws, dynamic approximations, clouds and precipitation, convection, atmospheric circulations, mid-latitude and tropical weather systems, forecasting, climate.",200,ATMO,Atmospheric Processes and Phenomena,Atmospheric Sciences,141574,Prerequisites: PHYS 170 (or concurrent).; General Education Designation(s): DP,3
"(2 Lec, 1 3-hr Lab) Satellite applications to synoptic meteorology and forecasting, including orbital elements, ephemerides, viewing geometry, radiation, satellite sensors, and interpreting satellite data.",405,ATMO,Synoptic Satellite Meteorology,Atmospheric Sciences,141574,Prerequisites: ATMO 302; General Education Designation(s): DP,3
"Fundamental principles and applications relating to mass, momentum, and energy transfers in biosystems and other systems for engineers and scientists.",373,BE,Transport Phenomena,Biomedical Engineering,141574,"Prerequisites: BE 260 , CEE 270 , MATH 243 or MATH 253A , ME 311 (or concurrent).; General Education Designation(s): DP",3
"Astrophysics of diffuse matter, HII regions, molecular clouds, etc.",622,ASTR,The Interstellar Medium,Astronomy,141574,Prerequisites: consent.; Frequency of Course (when offered): Alt years,3
Design and operation of astronomical instrumentation. Physics of optical and infrared detectors. Wavefront sensors and adaptive optics. Radio and infrared interferometry. Optical design: methods and software.,634,ASTR,Astronomical Instrumentation,Astronomy,141574,Prerequisites: ASTR 633 (with a minimum grade of B-).; Grade Option: A-F only.; Frequency of Course (when offered): Alt. years: spring,3
"Lecture/seminar introduces physical oceanography and meteorology students to the state-of-the-art theories and observations of large-scale ocean-atmosphere interaction, as well as conveying the fundamental understanding that has been developed during the past 30 years. Emphasis will be on phenomena such as El Niño/Southern Oscillation, the North Atlantic Oscillation, the Pacific Decadal Oscillation, and global climate change.",666,ATMO,Large-Scale Ocean-Atmosphere Interactions,Atmospheric Sciences,141574,"Prerequisites: ATMO 600 or OCN 620 , or consent.; Repeatable: 1 time; Frequency of Course (when offered): Alt years; Cross-Listed: OCN 666",3
Students gain familiarity with ATMO research. Students can select 1-3 credits per semester for maximum 6 credits over 4 semesters. Students must pre-arrange research and reading content with instructor.,199,ATMO,Introduction to MET Undergraduate Directed Research,Atmospheric Sciences,141574,"Prerequisites: instructor approval.; Repeatable: 3 times, up to 6 credits.; Grade Option: CR/NC only.; Class Standing Restrictions: Freshman and sophomore standing only.",V
"Lecture covering fundamentals of tropical cyclone structure, motion, and impacts on society. Observations from satellites, aircraft, ships and buoys, and numerical simulations focusing on storm structure and track. Some forecasting exercises.",614,ATMO,Tropical Cyclones,Atmospheric Sciences,141574,"Prerequisites: ATMO 600 and ATMO 610 , or consent.; Repeatable: 1 time; Frequency of Course (when offered): Alt years",3
Individual reading in Atmospheric Sciences.,399,ATMO,Undergraduate Directed Reading,Atmospheric Sciences,141574,"Prerequisites: consent.; Repeatable: 1 time, up to 3 credits.; Grade Option: A-F only.; Major Restrictions: ATMO students only.; Class Standing Restrictions: Junior and senior standing only.",V
"Structure and evolution; energy sources, radiative processes; relations to observables.",623,ASTR,Stellar Interiors and Evolution,Astronomy,141574,Prerequisites: consent.; Frequency of Course (when offered): Alt years,3
"Accelerated survey of exoplanet astronomy and planetary systems using data from the field’s leading edge, introduction to key theoretical concepts, application of analytic and numerical tools, and development of teamwork, presentation and publishing skills.",707,ASTR,Exoplanet Astronomy,Astronomy,141574,"Prerequisites: ASTR 633 with a minimum grade of B, or instructor permission.; Repeatable: Repeatable one time.; Grade Option: A-F only.; Frequency of Course (when offered): Alt. years: spring; Cross-Listed: ERTH 707",3
"Design course focused on fundamentals of electronic interfacing, control and automation, including biological processes. Topics include sensor physics, basic instrumentation, digital communication, and programming of microcontrollers and other portable computer systems.",420,BE,Sensors and Instrumentation for Biological Systems,Biomedical Engineering,141574,"Prerequisites: ( ECE 160 , ECE 211 , and BE 350 or MATH 302 or MATH 307 or ECE 326 ) with a minimum grade of C; or consent.; Cross-Listed: ECE 422 and MBBE 422; General Education Designation(s): DY",3
"Scientific programming in Fortran 77, graphics software and meteorological applications.",320,ATMO,Programming for Meteorologists,Atmospheric Sciences,141574,Prerequisites: ATMO 302 (or concurrent) and MATH 241 ; or consent.; Grade Option: A-F or Audit.,3
"Synoptic components of monsoons, regional and temporal variability, numerical models, research exercises.",616,ATMO,Monsoon Meteorology,Atmospheric Sciences,141574,Prerequisites: ATMO 610 or consent.; Frequency of Course (when offered): Alt years,3
"Dynamics of convective systems: tornadoes, waterspouts, squall lines. Interactions with synoptic scale.",606,ATMO,Cumulus Dynamics,Atmospheric Sciences,141574,Prerequisites: ATMO 620 or consent.; Frequency of Course (when offered): Alt years,3
"(2 Lec, 1-3 hr. Lab) Radar hardware, electromagnetic propagation and scattering, radar equation, signal processing, precipitation estimation and polarimetric applications, Multi- Doppler wind synthesis, mobile and spaceborne radars, forecasting, and data assimilation applications.",628,ATMO,Radar Meteorology,Atmospheric Sciences,141574,Prerequisites: ATMO 620 (with a minimum grade of B- or higher) or consent.; Grade Option: A-F only.; Frequency of Course (when offered): Alt years,3
"Delve into global environmental change issues such as geometric population growth, food production, plastic waste, and global warming that are of growing interest and importance to our society. Designed for non-GES majors.",310,ATMO,Global Environmental Change,Atmospheric Sciences,141574,"Prerequisites: ATMO 200 , OCN 201 , or similar environmental/ natural sciences course.; Cross-Listed: OCN 310; General Education Designation(s): DP",3
Seminar for beginning graduate students focusing on professional skills needed for astronomy and discussing possible research opportunities.,601,ASTR,Being a Professional Astronomer,Astronomy,141574,Repeatable: 1 time; Grade Option: CR/NC only.; Frequency of Course (when offered): Fall only; Major Restrictions: ASTR majors only.; Class Standing Restrictions: Graduate students only.,1
Introduction to pre-calculus math and physics applied to Earth and environmental science. Students work on real-world problems and engage in participatory learning. Preparatory for classes in calculus and physics.,150,ATMO,Introduction to Quantitative Earth and Environmental Science,Atmospheric Sciences,141574,"Prerequisites: MATH 134 , MATH 161 , or MATH assessment exam (with score required for MATH 140X ).; Frequency of Course (when offered): Fall only; Cross-Listed: OCN 150",3
"(2 Lec, 1 3-hr Lab) Soil environment, fate and transport of contaminants; microbial ecology, metabolism, and energy production; biodegradation of selected compounds. In situ treatment, solid-phase bioremediation, slurry-phase bioremediation, and vapor-phase biological treatment. Open to nonmajors.",440,BE,Bioremediation: Principles and Practices,Biomedical Engineering,141574,"Prerequisites: BE 260 , CHEM 161 , PHYS 170 ; or consent.; Repeatable: 1 time; General Education Designation(s): DP",3
"Principles of scientific grant writing are taught by working on draft proposals through a mix of lectures, discussions, and hands on activities. The final proposal will be reviewed and evaluated via a review panel.",750,ASTR,Scientific Grant Writing,Astronomy,141574,Grade Option: A-F only.; Frequency of Course (when offered): Fall only; Class Standing Restrictions: Graduate students only.,1
"Quantitative approach to applied topics in biology including synthesis and metabolism, kinetics, physiological systems, cellular processes and signaling, informatics, and emerging technologies for health, biological production/processing, and discovery.",120,BE,Introduction to Quantitative Biology,Biomedical Engineering,141574,"Prerequisites: MATH 241 (or concurrent) and CHEM 162 (or concurrent), or consent.; Frequency of Course (when offered): Once a year; General Education Designation(s): DB",3
,800,ASTR,Dissertation Research,Astronomy,141574,Repeatable: Unlimited times,V
"(1 3-hr Lab) Application of methods in the study of animal behavior by demonstrations, labs and projects.",306L,BIOL,Ethology Lab,Biology,141574,Prerequisites: BIOL 306 (or concurrent).; General Education Designation(s): DY,1
(1 3-hr Lab) Laboratory to accompany,171L,BIOL,Introduction to Biology I Lab,Biology,141574,"Prerequisites: CHEM 131 , CHEM 151 , CHEM 161 , CHEM 171 , or CHEM 181A or concurrent, and BIOL 171 (or concurrent) or consent.; General Education Designation(s): DY",1
(1 3-hr Lab) Introduction to the morphology and life cycles of organisms in the Kingdom Fungi. Focus on learning how to identify a diversity of fungi based on macro- and microscopic features. Field trips to collect specimens.,430L,BIOL,The Biology of Fungi Lab,Biology,141574,"Prerequisites: ( BIOL 430 (or concurrent)) with a minimum grade of C, or consent.; Frequency of Course (when offered): Spring only; Cross-Listed: BOT 430L and TPSS 432L; General Education Designation(s): DY",1
"Genetic concepts at advanced undergraduate level; genetic transmission, recombination, gene action, mutation, population and evolutionary genetics.",375,BIOL,Genetics,Biology,141574,Prerequisites: BIOL 275 or consent.; Grade Option: A-F only.; General Education Designation(s): DB,3
"Project-based training in molecular cell biology techniques focused on cancer. Application of scientific method in study design, experimentation, and data analysis. Development of competency reading scientific literature. Strengthening written and oral skills through scientific presentations.",472L,BIOL,Cancer Research Laboratory,Biology,141574,Prerequisites: BIOL 275/BIOL 275L and instructor approval.; Grade Option: A-F only.; Frequency of Course (when offered): Spring only.,2
Seminars presented with the School of Life Sciences; topics will vary across the biological sciences.,601,BIOL,Life Sciences Colloquium,Biology,141574,"Repeatable: Up to 4 credits. BOT, MBIO, MICR, ZOOL; Class Standing Restrictions: graduate students only.",1
"Principles taught in a conceptual and/ or hands-on manner either in a laboratory setting or in the field. (B) biotechnology; (C) ecology, evolution and conservation; (D) marine biology; (F) general biology.",501C,BIOL,"Biology Workshop for Science Teachers: ecology, evoloution and conservation",Biology,141574,"Prerequisites: BIOL 171 / BIOL 171L , BIOL 172 / BIOL 172L , in-service teachers; or consent.; Repeatable: Unlimited times; Grade Option: A-F only.",V
"The biogeography, evolution, ecology, and physiology of corals and coral reefs, and the application of this information to the management of coral reefs. Emphasis will be placed on processes such as dispersal, the evolution and operation of mutualisms, calcification, reproduction, and the maintenance of diversity.",411,BIOL,Corals and Coral Reefs,Biology,141574,Prerequisites: BIOL 265 (or concurrent) or BIOL 301 (or concurrent).; Frequency of Course (when offered): Spring only,3
"Explores the foundations of biomedical ethics via small group seminars and discussion, presentations. Enrolled in MS or PhD in Biomedical Sciences program only.",648,BIOM,Foundations of Biomedical Ethics,Biomathematics,141574,Grade Option: A-F only.; Frequency of Course (when offered): Alt years,3
(1 3-hr Lab) Laboratory to accompany,301L,BIOL,Marine Ecology and Evolution Lab,Biology,141574,Prerequisites: C (not C-) or better in BIOL 301 (or concurrent).; Grade Option: A-F only.; Major Restrictions: MBIO majors only.; General Education Designation(s): DY,2
"Reports on research in mathematical biology, reviews of literature, and research presentation. Required for Certificate in Mathematical Biology.",490,BIOL,Mathematical Biology Seminar,Biology,141574,Repeatable: 1 time; Class Standing Restrictions: junior standing or higher and consent.; Cross-Listed: MATH 490,1
"Introduction to animal and human ethology and sociobiology; emphasis on social and interspecific behavior, its causes and adaptive significance. Lab optional.",306,BIOL,Ethology,Biology,141574,Prerequisites: BIOL 171 and BIOL 171L and BIOL 172 and BIOL 172L or ANSC 201 ; or consent.; General Education Designation(s): DB,3
(2 3-hr Lab),485L,BIOL,Biology of the Invertebrates Lab,Biology,141574,"Prerequisites: BIOL 172 and CHEM 161 , or consent.; Corequisites: BIOL 485 .; General Education Designation(s): DY",2
"(2 Lec, 1 1-hr Lab) Geography, geology, climatology, biotic environment of Pacific Basin and Hawaiian Islands; endemism and evolution in terrestrial and marine biota.",454,BIOL,Natural History of Hawaiian Islands,Biology,141574,Prerequisites: one semester of biological sciences at college level.; Cross-Listed: SUST 450; General Education Designation(s): DB,3
Study of the fundamental role that geography plays in evolution and maintenance of species diversity.,487,BIOL,Biogeography and Evolution,Biology,141574,Prerequisites: BIOL 171 and one of BIOL 172 or BOT 101 .; Frequency of Course (when offered): Fall only; General Education Designation(s): DB,3
"The role of genetics in evolution, medicine, behavior, plant and animal breeding and technology; its impact on today’s society. Not a BIOL major elective.",340,BIOL,"Genetics, Evolution and Society",Biology,141574,Prerequisites: one semester of biological science at college level or consent.; Cross-Listed: CMB 351; General Education Designation(s): DB,3
,699,BE,Directed Research,Biomedical Engineering,141574,Repeatable: Unlimited times,V
"Students carry out marine-related internships, practica, research projects or field experience on-or off-campus with faculty guidance.",400,BIOL,Ocean Internships and Research,Biology,141574,"Prerequisites: minimum cum GPA of 2.5, junior or senior standing in any field of study and IS 100 / BIOL 104 or consent, project proposal.; Repeatable: 1 time; Grade Option: A-F only.; Cross-Listed: IS 400",V
"Teaching internship in the Life Sciences that includes the preparation and demonstration of laboratory experiments or classroom activities. (B) general; (C) oral emphasis, includes emphasis on instruction in oral communication.",395B,BIOL,Teaching Internship: general,Biology,141574,Prerequisites: consent.; Repeatable: 1 time,2
"Characteristics of island biota; examples from Hawaiʻi and the Pacific. Impact of island and continental cultures; policy and ecosystem endangerment; contemporary legislation, policy, and management practices.",360,BIOL,Island Ecosystems,Biology,141574,Prerequisites: one semester of biological science or consent. Not a BIOL major elective.; General Education Designation(s): DB,3
Provides training in proposal development. Governance structures of funding agencies; funding opportunities and decisions; review processes; NIH application and processes; reading RFAs; compliance issues; cultural sensitivity; and types of questions using databases are addressed.,645,BIOM,Clinical Protocol Development,Biomathematics,141574,Grade Option: A-F only.,3
